城市,区域,板块,小区,户型,户型详情,租金,面积,单位租金,朝向,品牌,标题,链接,经度,纬度,坐标精度,距离_陆家嘴,距离_张江科学城,距离_漕河泾,距离_外滩,最近距离,最近就业区,最近距离(km),星巴克数量,麦当劳数量
上海,虹口,临平路,瑞虹新城(一期),两居,2室1厅2卫,10500.0,78.0,134.62,南 北,贝壳优选,整租·瑞虹新城(一期) 2室1厅 南/北,https://sh.lianjia.com/zufang/SH1643193617323393024.html,121.496632,31.263799,小区,4026.0,22087.0,18195.0,5100.0,4026.0,陆家嘴,4.026,,
上海,静安,南京西路,静安别墅,一居,1室1厅1卫,7500.0,50.0,150.0,南 西南,链家,整租·静安别墅 1室1厅 南/西南,https://sh.lianjia.com/zufang/SH1643544376304992256.html,121.458383,31.227484,小区,6485.0,23349.0,9768.0,4123.0,4123.0,外滩,4.123,,
上海,松江,九亭,九城湖滨国际,两居,2室2厅1卫,5300.0,97.0,54.64,南 北,贝壳优选,整租·九城湖滨国际 2室2厅 南/北,https://sh.lianjia.com/zufang/SH1646450675963396096.html,121.318959,31.149386,小区,25175.0,43610.0,11489.0,22813.0,11489.0,漕河泾,11.489,,
上海,徐汇,徐家汇,谨斜小区,一居,1室1厅1卫,4500.0,43.43,103.62,西南,贝壳优选,整租·谨斜小区 1室1厅 西南,https://sh.lianjia.com/zufang/SH1646496973500448768.html,121.448502,31.193348,小区,10801.0,25294.0,5588.0,8439.0,5588.0,漕河泾,5.588,,
上海,浦东,御桥,仁和都市花园,三居,3室2厅1卫,12600.0,103.07,122.25,南,贝壳优选,整租·仁和都市花园 3室2厅 南,https://sh.lianjia.com/zufang/SH1647982538452369408.html,121.577463,31.154506,小区,18393.0,16353.0,22203.0,19693.0,16353.0,张江科学城,16.353,,
上海,徐汇,徐家汇,王家堂小区,两居,2室1厅1卫,6800.0,52.79,128.81,南,贝壳优选,整租·王家堂小区 2室1厅 南,https://sh.lianjia.com/zufang/SH1648645279013928960.html,121.437951,31.193218,板块,16106.0,25691.0,4796.0,13744.0,4796.0,漕河泾,4.796,,
上海,徐汇,衡山路,公安大楼(徐汇),三居,3室1厅1卫,14200.0,98.25,144.53,南,贝壳优选,整租·公安大楼(徐汇) 3室1厅 南,https://sh.lianjia.com/zufang/SH1649343795164086272.html,121.445458,31.199479,小区,9544.0,23360.0,6213.0,7182.0,6213.0,漕河泾,6.213,,
上海,嘉定,嘉定老城,李园一村,两居,2室1厅1卫,2400.0,58.26,41.19,南,贝壳优选,整租·李园一村 2室1厅 南,https://sh.lianjia.com/zufang/SH1649772899743039488.html,121.254771,31.390865,小区,37031.0,56689.0,37706.0,35528.0,35528.0,外滩,35.528,,
上海,闵行,闵浦,浦江丽都(浦连路439弄),两居,2室1厅1卫,3000.0,72.01,41.66,南 北,贝壳优选,整租·浦江丽都(浦连路439弄) 2室1厅 南/北,https://sh.lianjia.com/zufang/SH1650722025557196800.html,121.536998,31.052609,小区(模糊),26863.0,32946.0,23931.0,25257.0,23931.0,漕河泾,23.931,,
上海,徐汇,徐家汇,谨斜小区,一居,1室0厅1卫,4100.0,33.79,121.34,南,贝壳优选,整租·谨斜小区 1室0厅 南,https://sh.lianjia.com/zufang/SH1650845381371625472.html,121.448502,31.193348,小区,10801.0,25294.0,5588.0,8439.0,5588.0,漕河泾,5.588,,
上海,长宁,古北,金色贝拉维,两居,2室2厅1卫,12000.0,106.65,112.52,南,贝壳优选,整租·金色贝拉维 2室2厅 南,https://sh.lianjia.com/zufang/SH1651144039870758912.html,121.401652,31.193997,小区,13376.0,28906.0,4803.0,11014.0,4803.0,漕河泾,4.803,,
上海,宝山,大华,中环一号(一期),三居,3室2厅1卫,9180.0,132.53,69.27,南 西南,贝壳优选,整租·中环一号(一期) 3室2厅 南/西南,https://sh.lianjia.com/zufang/SH1651580476277653504.html,121.404646,31.292652,小区(模糊),15354.0,34690.0,18130.0,15526.0,15354.0,陆家嘴,15.354,,
上海,黄浦,新天地,马当路420号,一居,1室1厅1卫,6500.0,40.56,160.26,南,贝壳优选,整租·马当路420号 1室1厅 南,https://sh.lianjia.com/zufang/SH1652308587109679104.html,121.475316,31.213985,小区,6163.0,20414.0,10291.0,3302.0,3302.0,外滩,3.302,,
上海,松江,泗泾,绿波景园,两居,2室2厅1卫,3800.0,91.0,41.76,南 北,贝壳优选,整租·绿波景园 2室2厅 南/北,https://sh.lianjia.com/zufang/SH1654151713591918592.html,121.271253,31.108497,小区,30802.0,52989.0,16730.0,28440.0,16730.0,漕河泾,16.73,,
上海,嘉定,江桥,水岸秀苑,一居,1室1厅1卫,4300.0,59.36,72.44,南 北,贝壳优选,整租·水岸秀苑 1室1厅 南/北,https://sh.lianjia.com/zufang/SH1656264869210488832.html,121.306144,31.240109,小区,26478.0,44733.0,19208.0,25038.0,19208.0,漕河泾,19.208,,
上海,青浦,夏阳,新城盛景园B区,两居,2室2厅1卫,5000.0,89.0,56.18,南,贝壳优选,整租·新城盛景园B区 2室2厅 南,https://sh.lianjia.com/zufang/SH1656539982417887232.html,121.12567,31.158925,小区,43721.0,61057.0,35907.0,41359.0,35907.0,漕河泾,35.907,,
上海,长宁,北新泾,新泾四村,两居,2室0厅1卫,5000.0,52.0,96.15,南 北,贝壳优选,整租·新泾四村 2室0厅 南/北,https://sh.lianjia.com/zufang/SH1656999764450869248.html,121.366563,31.216657,小区,18393.0,40278.0,9477.0,12858.0,9477.0,漕河泾,9.477,,
上海,静安,大宁,静安府东区,三居,3室2厅2卫,14280.0,117.5,121.53,南 北,贝壳优选,整租·静安府东区 3室2厅 南/北,https://sh.lianjia.com/zufang/SH1658386820360044544.html,121.444672,31.294061,小区(模糊),13650.0,28081.0,21231.0,12147.0,12147.0,外滩,12.147,,
上海,长宁,新华路,知音小区,一居,1室1厅1卫,4650.0,32.9,141.34,西,贝壳优选,整租·知音小区 1室1厅 西,https://sh.lianjia.com/zufang/SH1659400361300983808.html,121.419505,31.205755,小区,10800.0,28932.0,5813.0,8438.0,5813.0,漕河泾,5.813,,
上海,普陀,武宁,绿地海珀玉晖,三居,3室2厅2卫,22500.0,140.43,160.22,南 北,链家,整租·绿地海珀玉晖 3室2厅 南/北,https://sh.lianjia.com/zufang/SH1659478875316420608.html,121.39547,31.249618,小区,13384.0,35923.0,10503.0,11022.0,10503.0,漕河泾,10.503,,
上海,杨浦,五角场,财富国际广场,两居,2室1厅1卫,5100.0,49.68,102.66,南,贝壳优选,整租·财富国际广场 2室1厅 南,https://sh.lianjia.com/zufang/SH1660119467805376512.html,121.51874,31.287309,小区(模糊),8707.0,20020.0,22664.0,9122.0,8707.0,陆家嘴,8.707,,
上海,普陀,甘泉宜川,双山小区,两居,2室1厅1卫,5200.0,57.66,90.18,南 北,贝壳优选,整租·双山小区 2室1厅 南/北,https://sh.lianjia.com/zufang/SH1660971275738152960.html,121.42408,31.260681,小区,10577.0,31170.0,13880.0,9736.0,9736.0,外滩,9.736,,
上海,徐汇,衡山路,建国西路695弄,两居,2室1厅1卫,9300.0,48.55,191.56,南,链家,整租·建国西路695弄 2室1厅 南,https://sh.lianjia.com/zufang/SH1661215180534579200.html,121.443744,31.200001,小区,9576.0,23392.0,6245.0,7214.0,6245.0,漕河泾,6.245,,
上海,宝山,罗店,金辉兰湖美域,三居,3室2厅2卫,4400.0,131.76,33.39,南,贝壳优选,整租·金辉兰湖美域 3室2厅 南,https://sh.lianjia.com/zufang/SH1661687892918927360.html,121.473667,31.230525,板块,5137.0,22200.0,13704.0,2760.0,2760.0,外滩,2.76,,
上海,黄浦,蓬莱公园,中福浦江汇,两居,2室1厅1卫,10404.0,69.57,149.55,南,贝壳优选,整租·中福浦江汇 2室1厅 南,https://sh.lianjia.com/zufang/SH1662098533680939008.html,121.499177,31.209426,小区,6640.0,18933.0,11609.0,3951.0,3951.0,外滩,3.951,,
上海,浦东,川沙,妙栏小区,两居,2室2厅1卫,4000.0,73.31,54.56,南 北,链家,整租·妙栏小区 2室2厅 南/北,https://sh.lianjia.com/zufang/SH1662762936784912384.html,121.689238,31.185441,小区,26603.0,11025.0,33659.0,27335.0,11025.0,张江科学城,11.025,,
上海,青浦,华新,海玥金茂悦,三居,3室2厅1卫,5200.0,86.47,60.14,南 北,贝壳优选,整租·海玥金茂悦 3室2厅 南/北,https://sh.lianjia.com/zufang/SH1663519262251155456.html,121.227012,31.245533,板块,33545.0,54584.0,26275.0,30124.0,26275.0,漕河泾,26.275,,
上海,杨浦,周家嘴路,双辽路200弄,两居,2室1厅1卫,5500.0,53.67,102.48,南,贝壳优选,整租·双辽路200弄 2室1厅 南,https://sh.lianjia.com/zufang/SH1664225443311517696.html,121.518073,31.271645,小区,5798.0,19241.0,20392.0,6715.0,5798.0,陆家嘴,5.798,,
上海,杨浦,黄兴公园,延吉四村,一居,1室0厅1卫,3300.0,31.0,106.45,南,贝壳优选,整租·延吉四村 1室0厅 南,https://sh.lianjia.com/zufang/SH1667013136202334208.html,121.537357,31.279944,小区(模糊),8398.0,16818.0,25390.0,9771.0,8398.0,陆家嘴,8.398,,
上海,闵行,华漕,馨昌佳苑,一居,1室1厅1卫,4200.0,60.11,69.87,南,贝壳优选,整租·馨昌佳苑 1室1厅 南,https://sh.lianjia.com/zufang/SH1667104842541170688.html,121.291208,31.217694,小区,24968.0,47905.0,17698.0,23528.0,17698.0,漕河泾,17.698,,
上海,长宁,仙霞,虹仙小区,一居,1室1厅1卫,4500.0,36.07,124.76,南,贝壳优选,整租·虹仙小区 1室1厅 南,https://sh.lianjia.com/zufang/SH1667229093311021056.html,121.384799,31.205077,小区,14386.0,30829.0,7265.0,12024.0,7265.0,漕河泾,7.265,,
上海,静安,彭浦,彭新小区,一居,1室0厅1卫,3400.0,32.6,104.29,南,贝壳优选,整租·彭新小区 1室0厅 南,https://sh.lianjia.com/zufang/SH1667429994411851776.html,121.440434,31.283079,板块,9893.0,28488.0,15810.0,10544.0,9893.0,陆家嘴,9.893,,
上海,普陀,长寿路,圣天地服务式公寓,一居,1室1厅1卫,4400.0,32.43,135.68,西南,贝壳优选,整租·圣天地服务式公寓 1室1厅 西南,https://sh.lianjia.com/zufang/SH1668484529603477504.html,121.443675,31.24288,小区,8265.0,27330.0,11400.0,6825.0,6825.0,外滩,6.825,,
上海,普陀,甘泉宜川,章家巷小区,两居,2室2厅1卫,5610.0,61.45,91.29,南,贝壳优选,整租·章家巷小区 2室2厅 南,https://sh.lianjia.com/zufang/SH1668604639139856384.html,121.433197,31.261267,小区,9641.0,30567.0,15774.0,8800.0,8800.0,外滩,8.8,,
上海,宝山,上大,大华朗香花园(一期),三居,3室2厅2卫,7400.0,121.59,60.86,南,贝壳优选,整租·大华朗香花园(一期) 3室2厅 南,https://sh.lianjia.com/zufang/SH1670034193641373696.html,121.378662,31.321032,小区(模糊),19846.0,42340.0,21743.0,20267.0,19846.0,陆家嘴,19.846,,
上海,普陀,武宁,白玉大楼,一居,1室1厅1卫,5100.0,43.13,118.25,南,贝壳优选,整租·白玉大楼 1室1厅 南,https://sh.lianjia.com/zufang/SH1670065512362541056.html,121.413749,31.2319,小区,12259.0,33603.0,8892.0,9897.0,8892.0,漕河泾,8.892,,
上海,闵行,古美,海上新村,一居,1室1厅1卫,4200.0,44.75,93.85,南,贝壳优选,整租·海上新村 1室1厅 南,https://sh.lianjia.com/zufang/SH1670424585247391744.html,121.368397,31.157116,小区,20390.0,35466.0,5135.0,18028.0,5135.0,漕河泾,5.135,,
上海,长宁,北新泾,金虹苑小区,两居,2室1厅1卫,6700.0,69.91,95.84,南,贝壳优选,整租·金虹苑小区 2室1厅 南,https://sh.lianjia.com/zufang/SH1671156035206774784.html,121.369143,31.206743,小区(模糊),16497.0,38854.0,8712.0,14135.0,8712.0,漕河泾,8.712,,
上海,青浦,赵巷,合生御廷园(公寓),三居,3室2厅1卫,4600.0,96.45,47.69,南,贝壳优选,整租·合生御廷园(公寓) 3室2厅 南,https://sh.lianjia.com/zufang/SH1671200787918749696.html,121.19647,31.155743,小区,34490.0,51826.0,26676.0,32128.0,26676.0,漕河泾,26.676,,
上海,徐汇,田林,田林五六七村,两居,2室1厅1卫,5400.0,48.52,111.29,南 北,贝壳优选,整租·田林五六七村 2室1厅 南/北,https://sh.lianjia.com/zufang/SH1671817986647785472.html,121.418501,31.171765,小区,15797.0,26341.0,1363.0,13435.0,1363.0,漕河泾,1.363,,
上海,嘉定,南翔,通用国际,一居,1室1厅1卫,2856.0,47.7,59.87,北,贝壳优选,整租·通用国际 1室1厅 北,https://sh.lianjia.com/zufang/SH1672251485880057856.html,121.317202,31.281309,小区(模糊),21060.0,40437.0,22163.0,20219.0,20219.0,外滩,20.219,,
上海,嘉定,嘉定老城,红土天阶,两居,2室1厅1卫,2500.0,40.23,62.14,东,贝壳优选,整租·红土天阶 2室1厅 东,https://sh.lianjia.com/zufang/SH1672483141031297024.html,121.237943,31.360493,小区,37203.0,57362.0,37878.0,35700.0,35700.0,外滩,35.7,,
上海,杨浦,中原,民庆家园,两居,2室1厅1卫,6500.0,83.53,77.82,南,贝壳优选,整租·民庆家园 2室1厅 南,https://sh.lianjia.com/zufang/SH1672589374463672320.html,121.533485,31.321422,板块,12955.0,22721.0,31662.0,13133.0,12955.0,陆家嘴,12.955,,
上海,静安,彭浦,临汾路1565弄,两居,2室0厅1卫,4500.0,58.19,77.33,南 北,贝壳优选,整租·临汾路1565弄 2室0厅 南/北,https://sh.lianjia.com/zufang/SH1673572905100771328.html,121.437511,31.309514,小区,15083.0,29881.0,21417.0,13580.0,13580.0,外滩,13.58,,
上海,黄浦,老西门,桃源新村,一居,1室1厅1卫,5250.0,33.61,156.2,南,贝壳优选,整租·桃源新村 1室1厅 南,https://sh.lianjia.com/zufang/SH1674034727675232256.html,121.481786,31.225238,小区,4439.0,20564.0,13829.0,1538.0,1538.0,外滩,1.538,,
上海,黄浦,蓬莱公园,瞿溪路463弄,一居,1室0厅1卫,4000.0,29.6,135.14,南,贝壳优选,整租·瞿溪路463弄 1室0厅 南,https://sh.lianjia.com/zufang/SH1674271602142871552.html,121.487659,31.203503,小区(模糊),6950.0,18812.0,9809.0,5073.0,5073.0,外滩,5.073,,
上海,普陀,曹杨,曹杨三村(兰岭园),一居,1室1厅1卫,3675.0,42.85,85.76,南,贝壳优选,整租·曹杨三村(兰岭园) 1室1厅 南,https://sh.lianjia.com/zufang/SH1674309037493059584.html,121.400761,31.243352,小区,12806.0,34159.0,10176.0,10444.0,10176.0,漕河泾,10.176,,
上海,静安,江宁路,老教师公寓,两居,2室1厅1卫,7300.0,51.27,142.38,南,贝壳优选,整租·老教师公寓 2室1厅 南,https://sh.lianjia.com/zufang/SH1674376008918106112.html,121.4487,31.231589,小区,7879.0,27068.0,10537.0,5517.0,5517.0,外滩,5.517,,
上海,静安,不夜城,长安路480弄,一居,1室1厅1卫,4500.0,36.81,122.25,南,贝壳优选,整租·长安路480弄 1室1厅 南,https://sh.lianjia.com/zufang/SH1674470925837271040.html,121.456713,31.239979,小区(模糊),8042.0,25910.0,14226.0,5296.0,5296.0,外滩,5.296,,
上海,长宁,中山公园,武夷路519弄,两居,2室1厅1卫,5250.0,46.12,113.83,南,贝壳优选,整租·武夷路519弄 2室1厅 南,https://sh.lianjia.com/zufang/SH1674768786609143808.html,121.419844,31.213461,小区,9878.0,28095.0,6631.0,7516.0,6631.0,漕河泾,6.631,,
上海,黄浦,五里桥,北蒙三小区,一居,1室0厅1卫,4200.0,33.21,126.47,南,贝壳优选,整租·北蒙三小区 1室0厅 南,https://sh.lianjia.com/zufang/SH1675738456082350080.html,121.47654,31.205557,小区,7359.0,20425.0,9492.0,5056.0,5056.0,外滩,5.056,,
上海,普陀,甘泉宜川,甘泉一村,一居,1室0厅1卫,3100.0,29.67,104.48,南,贝壳优选,整租·甘泉一村 1室0厅 南,https://sh.lianjia.com/zufang/SH1676203910630473728.html,121.431977,31.264356,小区,10081.0,30753.0,13549.0,9240.0,9240.0,外滩,9.24,,
上海,静安,大宁,延宁小区,两居,2室1厅1卫,5200.0,56.78,91.58,南,贝壳优选,整租·延宁小区 2室1厅 南,https://sh.lianjia.com/zufang/SH1676234347247566848.html,121.45475,31.273101,小区,9662.0,28578.0,16705.0,8868.0,8868.0,外滩,8.868,,
上海,静安,曹家渡,同济佳苑,两居,2室1厅1卫,6000.0,60.0,100.0,南,贝壳优选,整租·同济佳苑 2室1厅 南,https://sh.lianjia.com/zufang/SH1676271050217750528.html,121.43742,31.23048,小区,9078.0,27834.0,9925.0,6716.0,6716.0,外滩,6.716,,
上海,静安,南京西路,中凯城市之光(静安),两居,2室1厅1卫,18000.0,99.48,180.94,南,链家,整租·中凯城市之光(静安) 2室1厅 南,https://sh.lianjia.com/zufang/SH1676528358705332224.html,121.46524,31.226212,小区,5476.0,23954.0,11839.0,4156.0,4156.0,外滩,4.156,,
上海,静安,曹家渡,姚西小区,一居,1室1厅1卫,6000.0,37.66,159.32,南,链家,整租·姚西小区 1室1厅 南,https://sh.lianjia.com/zufang/SH1676542520231723008.html,121.435486,31.232686,小区,9274.0,27491.0,10015.0,6912.0,6912.0,外滩,6.912,,
上海,松江,松江老城,蓝天新村,两居,2室1厅1卫,2250.0,61.78,36.42,南 北,贝壳优选,整租·蓝天新村 2室1厅 南/北,https://sh.lianjia.com/zufang/SH1676547621130338304.html,121.251328,31.012898,小区,43068.0,54989.0,29592.0,41048.0,29592.0,漕河泾,29.592,,
上海,奉贤,西渡,闸园新村,一居,1室1厅1卫,1800.0,41.12,43.77,南,贝壳优选,整租·闸园新村 1室1厅 南,https://sh.lianjia.com/zufang/SH1676839169583742976.html,121.436884,30.99074,板块,38728.0,50391.0,25252.0,36708.0,25252.0,漕河泾,25.252,,
上海,黄浦,打浦桥,双钱公寓,两居,2室2厅2卫,11999.0,116.55,102.95,南,贝壳优选,整租·双钱公寓 2室2厅 南,https://sh.lianjia.com/zufang/SH1676917234896732160.html,121.469648,31.206843,小区,7807.0,21444.0,8204.0,5445.0,5445.0,外滩,5.445,,
上海,虹口,江湾镇,墨翠里,两居,2室1厅1卫,6000.0,77.69,77.23,南,贝壳优选,整租·墨翠里 2室1厅 南,https://sh.lianjia.com/zufang/SH1677151377777754112.html,121.468977,31.315695,小区,12995.0,27923.0,25876.0,16913.0,12995.0,陆家嘴,12.995,,
上海,青浦,盈浦,大发融悦,三居,3室1厅2卫,6100.0,105.33,57.91,南,贝壳优选,整租·大发融悦 3室1厅 南,https://sh.lianjia.com/zufang/SH1680105121532346368.html,121.086243,31.135477,小区(模糊),46570.0,63906.0,38756.0,44208.0,38756.0,漕河泾,38.756,,
上海,青浦,赵巷,崧泽华城秀景苑(三期),两居,2室1厅1卫,4450.0,78.0,57.05,南 北,贝壳优选,整租·崧泽华城秀景苑(三期) 2室1厅 南/北,https://sh.lianjia.com/zufang/SH1680167202717696000.html,121.159029,31.16326,小区,42634.0,63186.0,37789.0,39250.0,37789.0,漕河泾,37.789,,
上海,虹口,曲阳,大连新村,一居,1室1厅1卫,3570.0,33.0,108.18,南,贝壳优选,整租·大连新村 1室1厅 南,https://sh.lianjia.com/zufang/SH1680416952088002560.html,121.4925,31.272957,小区,5405.0,23585.0,18915.0,5820.0,5405.0,陆家嘴,5.405,,
上海,徐汇,上海南站,汇成一村,三居,3室1厅1卫,5200.0,70.3,73.97,南,贝壳优选,整租·汇成一村 3室1厅 南,https://sh.lianjia.com/zufang/SH1680481083923103744.html,121.43458,31.146486,小区(模糊),17890.0,27394.0,4528.0,17726.0,4528.0,漕河泾,4.528,,
上海,静安,永和,永和二村,两居,2室0厅1卫,4300.0,49.26,87.29,南,贝壳优选,整租·永和二村 2室0厅 南,https://sh.lianjia.com/zufang/SH1680497641072361472.html,121.429691,31.291713,小区,14610.0,29041.0,19930.0,13107.0,13107.0,外滩,13.107,,
上海,静安,彭浦,共康三村,一居,1室1厅1卫,3000.0,35.39,84.77,南,贝壳优选,整租·共康三村 1室1厅 南,https://sh.lianjia.com/zufang/SH1681656150161883136.html,121.436046,31.313738,小区,15439.0,30237.0,21773.0,13936.0,13936.0,外滩,13.936,,
