城市,区域,板块,小区,户型,户型详情,标题,租金,面积,朝向,品牌,链接
北京,丰台,草桥,恋日嘉园一期,三居,3室2厅2卫,整租·恋日嘉园一期 3室2厅 南/北,8600,137.84,南 北,链家,https://bj.lianjia.com/zufang/BJ2034532037628526592.html
北京,丰台,右安门外,玉林东里三区,三居,3室1厅1卫,整租·玉林东里三区 3室1厅 南/北,6300,69.45,南 北,链家,https://bj.lianjia.com/zufang/BJ2058748983056007168.html
北京,丰台,菜户营,万泉寺东路9号院,三居,3室1厅1卫,整租·万泉寺东路9号院 3室1厅 东北,7000,105.00,东北,贝壳优选,https://bj.lianjia.com/zufang/BJ1854403618652815360.html
北京,丰台,青塔,蔚园,三居,3室2厅1卫,整租·蔚园 3室2厅 东北,6000,86.00,东北,链家,https://bj.lianjia.com/zufang/BJ2057729304552275968.html
北京,丰台,丽泽,西城天铸,三居,3室1厅2卫,整租·西城天铸 3室1厅 南/北,9300,89.83,南 北,链家,https://bj.lianjia.com/zufang/BJ2058497248316096512.html
北京,丰台,青塔,天鸿美域,三居,3室1厅2卫,整租·天鸿美域 3室1厅 南/北,9600,132.31,南 北,贝壳优选,https://bj.lianjia.com/zufang/BJ1859560151132930048.html
北京,丰台,万源,梅源里小区,三居,3室1厅1卫,整租·梅源里小区 3室1厅 西南,4600,84.50,西南,链家,https://bj.lianjia.com/zufang/BJ2058550253845479424.html
北京,丰台,丽泽,丰益花园西区,三居,3室1厅1卫,整租·丰益花园西区 3室1厅 西/北,7900,111.20,西 北,链家,https://bj.lianjia.com/zufang/BJ2059140518528417792.html
北京,丰台,北大地,福顺里,三居,3室1厅1卫,整租·福顺里 3室1厅 西北,4700,79.64,西北,贝壳优选,https://bj.lianjia.com/zufang/BJ1680783463378059264.html
北京,丰台,五里店,程庄路3号院,三居,3室1厅1卫,整租·程庄路3号院 3室1厅 东/西/北,5600,80.40,东 西 北,链家,https://bj.lianjia.com/zufang/BJ2059607639624515584.html
北京,丰台,青塔,天鸿美域,三居,3室2厅2卫,整租·天鸿美域 3室2厅 南/北,9000,151.95,南 北,链家,https://bj.lianjia.com/zufang/BJ2057407732650082304.html
北京,丰台,方庄,芳古园一区,三居,3室1厅1卫,整租·芳古园一区 3室1厅 西南,7000,77.15,西南,贝壳优选,https://bj.lianjia.com/zufang/BJ1688385522814156800.html
北京,丰台,青塔,万科中粮假日风景,三居,3室2厅2卫,整租·万科中粮假日风景 3室2厅 南/北,9700,135.14,南 北,链家,https://bj.lianjia.com/zufang/BJ2057780652681461760.html
北京,丰台,马连道,康宁居,三居,3室2厅2卫,整租·康宁居 3室2厅 复式 南/北,16000,211.80,南 北,链家,https://bj.lianjia.com/zufang/BJ2059652385361362944.html
北京,丰台,科技园区,富锦嘉园四区,三居,3室2厅1卫,整租·富锦嘉园四区 3室2厅 南/北,5700,119.24,南 北,贝壳优选,https://bj.lianjia.com/zufang/BJ1650059215386968064.html
北京,丰台,丽泽,保利百合,三居,3室1厅2卫,整租·保利百合 3室1厅 南/北,13500,145.00,南 北,链家,https://bj.lianjia.com/zufang/BJ2059936726666706944.html
北京,丰台,青塔,兆丰园,三居,3室2厅1卫,整租·兆丰园 3室2厅 东南,6199,104.09,东南,链家,https://bj.lianjia.com/zufang/BJ2060218127693643776.html
北京,丰台,青塔,万恒家园,三居,3室1厅2卫,整租·万恒家园 3室1厅 南/北,6500,118.15,南 北,贝壳优选,https://bj.lianjia.com/zufang/BJ1845411494188023808.html
北京,丰台,科技园区,天龙华鹤,三居,3室1厅1卫,整租·天龙华鹤 3室1厅 西南,6000,85.59,西南,链家,https://bj.lianjia.com/zufang/BJ2059888943784001536.html
北京,丰台,万源,梅源里小区,三居,3室1厅1卫,整租·梅源里小区 3室1厅 南/北,4600,93.08,南 北,贝壳优选,https://bj.lianjia.com/zufang/BJ1681957747832127488.html
北京,丰台,马家堡,南华小区,三居,3室2厅2卫,整租·南华小区 3室2厅 南,5100,99.00,南,贝壳优选,https://bj.lianjia.com/zufang/BJ1844961966020362240.html
北京,丰台,方庄,gogo新世代,一居,1室1厅1卫,整租·gogo新世代 1室1厅 西,4500,46.39,西,链家,https://bj.lianjia.com/zufang/BJ2064660726961668096.html
北京,丰台,七里庄,保利欣苑,一居,1室0厅1卫,整租·保利欣苑 1室0厅 北,4000,44.26,北,贝壳优选,https://bj.lianjia.com/zufang/BJ1926656270341767168.html
北京,丰台,玉泉营,三环新城7号院,一居,1室1厅1卫,整租·三环新城7号院 1室1厅 西,5500,63.59,西,链家,https://bj.lianjia.com/zufang/BJ2054097768040890368.html
北京,丰台,玉泉营,三环新城8号院,一居,1室1厅1卫,整租·三环新城8号院 1室1厅 西南,4400,52.49,西南,链家,https://bj.lianjia.com/zufang/BJ2056712847928328192.html
北京,丰台,刘家窑,筑梦园,一居,1室1厅1卫,整租·筑梦园 1室1厅 东,5600,66.04,东,贝壳优选,https://bj.lianjia.com/zufang/BJ1846496661853962240.html
北京,丰台,右安门外,亚林上苑,一居,1室1厅1卫,整租·亚林上苑 1室1厅 东,6500,58.85,东,链家,https://bj.lianjia.com/zufang/BJ2078364941605142528.html
北京,丰台,马家堡,未来66,一居,1室0厅1卫,整租·未来66 1室0厅 东/北,4200,47.76,东 北,链家,https://bj.lianjia.com/zufang/BJ2058544603488845824.html
北京,丰台,赵公口,苗圃东里,一居,1室0厅1卫,整租·苗圃东里 1室0厅 南,4000,51.02,南,贝壳优选,https://bj.lianjia.com/zufang/BJ1842492230363774976.html
北京,丰台,玉泉营,万年花城四期,一居,1室1厅1卫,整租·万年花城四期 1室1厅 北,5600,71.00,北,链家,https://bj.lianjia.com/zufang/BJ2057338180713054208.html
北京,丰台,科技园区,中海御鑫阁,一居,1室0厅1卫,整租·中海御鑫阁 1室0厅 西南,4300,41.62,西南,链家,https://bj.lianjia.com/zufang/BJ2057734598988660736.html
北京,丰台,刘家窑,石榴园南里小区,一居,1室1厅1卫,整租·石榴园南里小区 1室1厅 西,4200,49.00,西,贝壳优选,https://bj.lianjia.com/zufang/BJ1848296193566703616.html
北京,丰台,青塔,华富丽苑,一居,1室1厅1卫,整租·华富丽苑 1室1厅 西,4800,68.53,西,链家,https://bj.lianjia.com/zufang/BJ2058181228187615232.html
北京,丰台,马家堡,景馨园,一居,1室1厅1卫,整租·景馨园 1室1厅 南/北,5100,69.00,南 北,链家,https://bj.lianjia.com/zufang/BJ2059219943458603008.html
北京,丰台,太平桥,太平桥小区,一居,1室1厅1卫,整租·太平桥小区 1室1厅 南/北,4800,36.00,南 北,贝壳优选,https://bj.lianjia.com/zufang/BJ1858360728344330240.html
北京,丰台,木樨园,赵公口小区,一居,1室1厅1卫,整租·赵公口小区 1室1厅 东南,3700,39.81,东南,链家,https://bj.lianjia.com/zufang/BJ2059599078362185728.html
北京,丰台,木樨园,慧时欣园二期,一居,1室1厅1卫,整租·慧时欣园二期 1室1厅 东南,5300,60.31,东南,链家,https://bj.lianjia.com/zufang/BJ2059235516443787264.html
北京,丰台,科技园区,中海御鑫阁,一居,1室0厅1卫,整租·中海御鑫阁 1室0厅 西,4500,39.94,西,贝壳优选,https://bj.lianjia.com/zufang/BJ1905998677328003072.html
北京,丰台,玉泉营,万年花城四期,一居,1室0厅1卫,整租·万年花城四期 1室0厅 西,5800,52.00,西,链家,https://bj.lianjia.com/zufang/BJ2060248836047110144.html
北京,丰台,草桥,草桥欣园三区,一居,1室1厅1卫,整租·草桥欣园三区 1室1厅 南/北,4500,63.39,南 北,链家,https://bj.lianjia.com/zufang/BJ2060663790269104128.html
北京,丰台,马家堡,益明园,一居,1室1厅1卫,整租·益明园 1室1厅 南,6500,62.00,南,贝壳优选,https://bj.lianjia.com/zufang/BJ1847616729388154880.html
北京,丰台,玉泉营,丰台东路16号院,一居,1室1厅1卫,整租·丰台东路16号院 1室1厅 南,4300,48.76,南,链家,https://bj.lianjia.com/zufang/BJ2060986651118665728.html
北京,丰台,太平桥,太平桥东里,一居,1室1厅1卫,整租·太平桥东里 1室1厅 东,4800,50.40,东,贝壳优选,https://bj.lianjia.com/zufang/BJ1889577657000001536.html
北京,丰台,蒲黄榆,刘家窑南里,一居,1室1厅1卫,整租·刘家窑南里 1室1厅 南,3800,42.00,南,贝壳优选,https://bj.lianjia.com/zufang/BJ1891335352455528448.html
北京,大兴,高米店,旭辉御府,四居+,4室1厅2卫,整租·旭辉御府 4室1厅 南/北,9800,167.42,南 北,链家,https://bj.lianjia.com/zufang/BJ2088961202368544768.html
北京,大兴,天宫院,保利春天里,四居+,4室2厅2卫,整租·保利春天里 4室2厅 南/北,4700,96.19,南 北,贝壳优选,https://bj.lianjia.com/zufang/BJ2105939420937977856.html
北京,大兴,瀛海,中国铁建花语金郡,四居+,4室2厅2卫,整租·中国铁建花语金郡 4室2厅 南/北,7500,128.00,南 北,链家,https://bj.lianjia.com/zufang/BJ2032337037264158720.html
北京,大兴,旧宫,中冶德贤公馆,四居+,4室2厅3卫,整租·中冶德贤公馆 4室2厅 南/北,14000,174.84,南 北,链家,https://bj.lianjia.com/zufang/BJ2081609763371614208.html
北京,大兴,旧宫,中冶德贤公馆,四居+,4室2厅3卫,整租·中冶德贤公馆 4室2厅 南/北,13000,177.25,南 北,贝壳优选,https://bj.lianjia.com/zufang/BJ1973767213252870144.html
北京,大兴,旧宫,富力盛悦居,四居+,未知,整租·富力盛悦居 7房间 西北,9500,134.34,西北,链家,https://bj.lianjia.com/zufang/BJ2085987872610975744.html
北京,大兴,旧宫,芳源里,四居+,4室1厅2卫,整租·芳源里 4室1厅 复式 南/北,8200,153.67,南 北,链家,https://bj.lianjia.com/zufang/BJ2087117398011281408.html
北京,大兴,南中轴机场商务区,大兴金茂悦,四居+,4室1厅2卫,整租·大兴金茂悦 4室1厅 南/北,4000,104.00,南 北,贝壳优选,https://bj.lianjia.com/zufang/BJ2045120199832633344.html
北京,大兴,高米店,翡翠城五期,四居+,4室1厅3卫,整租·翡翠城五期 4室1厅 复式 南/北,9000,203.69,南 北,链家,https://bj.lianjia.com/zufang/BJ2087497467326103552.html
北京,大兴,黄村火车站,翰林庭院,四居+,4室2厅2卫,整租·翰林庭院 4室2厅 南/北,7500,182.03,南 北,链家,https://bj.lianjia.com/zufang/BJ2088173468594995200.html
北京,大兴,瀛海,首开龙湖天琅,四居+,未知,整租·首开龙湖天琅 6房间 南/北,8500,127.03,南 北,贝壳优选,https://bj.lianjia.com/zufang/BJ2084208452078403584.html
北京,大兴,高米店,金地仰山西区,四居+,4室2厅2卫,整租·金地仰山西区 4室2厅 南/北,8300,139.24,南 北,链家,https://bj.lianjia.com/zufang/BJ2088208104033353728.html
北京,大兴,高米店,金地仰山西区,四居+,4室2厅2卫,整租·金地仰山西区 4室2厅 南/北,8300,140.00,南 北,链家,https://bj.lianjia.com/zufang/BJ2081712477585801216.html
北京,大兴,高米店,金地仰山西区,四居+,4室1厅2卫,整租·金地仰山西区 4室1厅 南/北,7200,138.38,南 北,贝壳优选,https://bj.lianjia.com/zufang/BJ1853390952450752512.html
北京,大兴,旧宫,亲亲我家,四居+,4室2厅3卫,整租·亲亲我家 4室2厅 复式 南/北,13670,158.45,南 北,链家,https://bj.lianjia.com/zufang/BJ2082398097098407936.html
北京,大兴,瀛海,首开龙湖天琅,四居+,未知,整租·首开龙湖天琅 6房间 跃层 南/北,7500,127.03,南 北,链家,https://bj.lianjia.com/zufang/BJ2083868231268827136.html
北京,大兴,高米店,金惠园三里南区,四居+,4室2厅2卫,整租·金惠园三里南区 4室2厅 跃层 南/北,6000,130.88,南 北,贝壳优选,https://bj.lianjia.com/zufang/BJ2103411212241862656.html
北京,大兴,西红门,鸿坤林语墅,四居+,地下室                        （3层）,整租·鸿坤林语墅 5室2厅 南/北,60000,554.57,南 北,链家,https://bj.lianjia.com/zufang/BJ2085574267763687424.html
北京,大兴,大兴新机场洋房别墅区,住总如院,四居+,4室1厅2卫,整租·住总如院 4室1厅 南,4500,115.49,南,链家,https://bj.lianjia.com/zufang/BJ2084948695329013760.html
北京,大兴,大兴新机场,龙熙瓦德拉玛庄园,四居+,未知,整租·龙熙瓦德拉玛庄园 9房间 南/北,31000,597.34,南 北,链家,https://bj.lianjia.com/zufang/BJ2085712279659085824.html
北京,大兴,义和庄,万科天地,四居+,未知,整租·万科天地 5房间 南/北,6000,118.57,南 北,链家,https://bj.lianjia.com/zufang/BJ2088466821421203456.html
北京,大兴,大兴新机场,龙熙旭辉6號院,四居+,5室2厅3卫,整租·龙熙旭辉6號院 5室2厅 南/北,12000,159.27,南 北,链家,https://bj.lianjia.com/zufang/BJ2088983949563920384.html
北京,大兴,大兴新机场,独墅逸致,四居+,5室2厅3卫,整租·独墅逸致 5室2厅 复式 南/北,13800,408.00,南 北,链家,https://bj.lianjia.com/zufang/BJ2089326699756912640.html
北京,大兴,高米店,旭辉御府,四居+,5室2厅3卫,整租·旭辉御府 5室2厅 复式 南/北,20000,232.00,南 北,链家,https://bj.lianjia.com/zufang/BJ2090317874102009856.html
北京,大兴,高米店,新里西斯莱公馆,四居+,地下室                        （3层）,整租·新里西斯莱公馆 4室2厅 复式 南/北,19000,405.00,南 北,链家,https://bj.lianjia.com/zufang/BJ2089654837376450560.html
北京,大兴,瀛海,首开龙湖天琅,四居+,未知,整租·首开龙湖天琅 6房间 南/北,12000,127.00,南 北,链家,https://bj.lianjia.com/zufang/BJ2090296154959904768.html
北京,大兴,枣园,中建国际港,四居+,4室2厅2卫,整租·中建国际港 4室2厅 南/北,9800,160.84,南 北,链家,https://bj.lianjia.com/zufang/BJ2090701327200944128.html
北京,密云,十里堡镇,北京恒大上河院一期,两居,2室1厅1卫,整租·北京恒大上河院一期 2室1厅 南/北,2000,79.00,南 北,链家,https://bj.lianjia.com/zufang/BJ2088527998817927168.html
北京,密云,密云镇,城建上河湾南区,两居,2室1厅1卫,整租·城建上河湾南区 2室1厅 南/北,3200,86.80,南 北,链家,https://bj.lianjia.com/zufang/BJ2100424189696540672.html
北京,密云,鼓楼街道,保利花园C区,两居,2室1厅1卫,整租·保利花园C区 2室1厅 南/北,1550,90.00,南 北,链家,https://bj.lianjia.com/zufang/BJ2100797044888174592.html
北京,密云,果园街道,涧桥山,两居,2室1厅1卫,整租·涧桥山 2室1厅 南,2200,86.96,南,链家,https://bj.lianjia.com/zufang/BJ2101616441949159424.html
北京,密云,鼓楼街道,花园小区,两居,2室2厅1卫,整租·花园小区 2室2厅 南/北,1500,75.11,南 北,链家,https://bj.lianjia.com/zufang/BJ2101637740910084096.html
北京,密云,鼓楼街道,福江家园,两居,2室1厅1卫,整租·福江家园 2室1厅 南/北,1800,90.00,南 北,链家,https://bj.lianjia.com/zufang/BJ2099787448056807424.html
北京,密云,鼓楼街道,世豪公寓,两居,2室2厅2卫,整租·世豪公寓 2室2厅 南/北,2200,119.42,南 北,链家,https://bj.lianjia.com/zufang/BJ2098249985232470016.html
北京,密云,鼓楼街道,碧桂园琅辉,两居,2室1厅1卫,整租·碧桂园琅辉 2室1厅 东/西,2000,87.76,东 西,链家,https://bj.lianjia.com/zufang/BJ2094984086962569216.html
北京,密云,鼓楼街道,沿湖小区,两居,2室1厅1卫,整租·沿湖小区 2室1厅 南/北,1400,90.96,南 北,链家,https://bj.lianjia.com/zufang/BJ2095004158171021312.html
北京,密云,溪翁庄镇,京溪小区,两居,2室1厅1卫,整租·京溪小区 2室1厅 南/北,1000,82.78,南 北,链家,https://bj.lianjia.com/zufang/BJ2000105753934823424.html
北京,密云,鼓楼街道,沿湖小区,两居,2室1厅1卫,整租·沿湖小区 2室1厅 南/北,2000,88.05,南 北,链家,https://bj.lianjia.com/zufang/BJ2005182003489538048.html
北京,密云,密云镇,城建上河湾北区,两居,2室1厅1卫,整租·城建上河湾北区 2室1厅 南,2200,73.00,南,链家,https://bj.lianjia.com/zufang/BJ2003326865053319168.html
北京,密云,鼓楼街道,上营东区,两居,2室1厅1卫,整租·上营东区 2室1厅 南/北,1700,81.00,南 北,链家,https://bj.lianjia.com/zufang/BJ2005951362130509824.html
北京,密云,溪翁庄镇,弗农小镇,两居,2室1厅1卫,整租·弗农小镇 2室1厅 南/北,3500,74.09,南 北,链家,https://bj.lianjia.com/zufang/BJ2004424734313283584.html
北京,密云,溪翁庄镇,水库安装公司,两居,2室1厅1卫,整租·水库安装公司 2室1厅 南/北,1400,62.74,南 北,链家,https://bj.lianjia.com/zufang/BJ2006206936948670464.html
北京,密云,鼓楼街道,白檀小区,两居,2室1厅1卫,整租·白檀小区 2室1厅 南/北,1500,78.17,南 北,链家,https://bj.lianjia.com/zufang/BJ2008854872887132160.html
北京,密云,鼓楼街道,宾阳西里北区,两居,2室1厅1卫,整租·宾阳西里北区 2室1厅 南/北,1500,63.91,南 北,链家,https://bj.lianjia.com/zufang/BJ2013837178970308608.html
北京,密云,鼓楼街道,车站路小区,两居,2室2厅1卫,整租·车站路小区 2室2厅 南/北,1400,97.79,南 北,链家,https://bj.lianjia.com/zufang/BJ2014903903736299520.html
北京,密云,西田各庄镇,太子务家属楼,两居,2室1厅1卫,整租·太子务家属楼 2室1厅 南/北,1000,63.50,南 北,链家,https://bj.lianjia.com/zufang/BJ2020091471352299520.html
北京,密云,果园街道,果园新里中区,两居,2室2厅2卫,整租·果园新里中区 2室2厅 南/北,2200,98.43,南 北,链家,https://bj.lianjia.com/zufang/BJ2007315420565995520.html
北京,密云,溪翁庄镇,弗农小镇,两居,2室1厅1卫,整租·弗农小镇 2室1厅 南/北,2525,74.08,南 北,链家,https://bj.lianjia.com/zufang/BJ2019244554141564928.html
北京,密云,鼓楼街道,长安小区,两居,2室2厅1卫,整租·长安小区 2室2厅 南/北,1700,80.37,南 北,链家,https://bj.lianjia.com/zufang/BJ2021806139758346240.html
北京,密云,果园街道,果园西里,两居,2室1厅1卫,整租·果园西里 2室1厅 南/北,1500,75.79,南 北,链家,https://bj.lianjia.com/zufang/BJ2023020215213752320.html
北京,密云,果园街道,果园西里,两居,2室1厅1卫,整租·果园西里 2室1厅 南/北,1800,84.72,南 北,链家,https://bj.lianjia.com/zufang/BJ2022996318808440832.html
北京,密云,鼓楼街道,世纪家园,两居,2室1厅1卫,整租·世纪家园 2室1厅 西南,2900,102.25,西南,链家,https://bj.lianjia.com/zufang/BJ2023259239962640384.html
北京,密云,溪翁庄镇,京溪小区,两居,2室1厅1卫,整租·京溪小区 2室1厅 南/北,1000,91.24,南 北,链家,https://bj.lianjia.com/zufang/BJ2023335251941523456.html
北京,密云,鼓楼街道,檀营国际生态城南区,两居,2室1厅1卫,整租·檀营国际生态城南区 2室1厅 南/北,1600,95.17,南 北,链家,https://bj.lianjia.com/zufang/BJ2021588946605047808.html
北京,密云,果园街道,康居南区,两居,2室1厅1卫,整租·康居南区 2室1厅 南/北,1500,74.11,南 北,链家,https://bj.lianjia.com/zufang/BJ2021560312561401856.html
北京,密云,密云镇,北京液压件厂家属区,两居,2室1厅1卫,整租·北京液压件厂家属区 2室1厅 南/北,1300,48.74,南 北,链家,https://bj.lianjia.com/zufang/BJ2022892104329461760.html
北京,密云,鼓楼街道,宾阳里小区,两居,2室1厅1卫,整租·宾阳里小区 2室1厅 南/北,1300,64.01,南 北,链家,https://bj.lianjia.com/zufang/BJ2023739754494820352.html
北京,门头沟,石门营,紫金新园二区,一居,1室1厅1卫,整租·紫金新园二区 1室1厅 西,2500,45.00,西,链家,https://bj.lianjia.com/zufang/BJ2083819576419680256.html
北京,门头沟,大峪,中昂时代广场,一居,未知,整租·中昂时代广场 2房间 东,2100,41.00,东,贝壳优选,https://bj.lianjia.com/zufang/BJ1907296582571655168.html
北京,门头沟,大峪,大峪南路,一居,1室1厅1卫,整租·大峪南路 1室1厅 南,1800,39.06,南,链家,https://bj.lianjia.com/zufang/BJ2065388730843136000.html
北京,门头沟,石门营,石门营新区六区,一居,1室1厅1卫,整租·石门营新区六区 1室1厅 南,2600,46.00,南,链家,https://bj.lianjia.com/zufang/BJ2064595218866372608.html
北京,门头沟,石门营,云翔嘉苑,一居,1室1厅1卫,整租·云翔嘉苑 1室1厅 南,2550,40.00,南,贝壳优选,https://bj.lianjia.com/zufang/BJ1959545272027578368.html
北京,门头沟,城子,城子大街90号院,一居,1室1厅1卫,整租·城子大街90号院 1室1厅 南,2300,42.00,南,链家,https://bj.lianjia.com/zufang/BJ2093673179821113344.html
北京,门头沟,城子,兴合家园,一居,1室0厅1卫,整租·兴合家园 1室0厅 南,2700,47.00,南,链家,https://bj.lianjia.com/zufang/BJ2093932392854061056.html
北京,门头沟,滨河西区,永兴嘉园,一居,1室0厅1卫,整租·永兴嘉园 1室0厅 北,2200,47.74,北,贝壳优选,https://bj.lianjia.com/zufang/BJ1886716569124339712.html
北京,门头沟,石门营,云泽嘉苑,一居,1室0厅1卫,整租·云泽嘉苑 1室0厅 南,2600,45.00,南,链家,https://bj.lianjia.com/zufang/BJ2094701136933027840.html
北京,门头沟,城子,城子大街90号院,一居,1室0厅1卫,整租·城子大街90号院 1室0厅 南,2400,45.00,南,链家,https://bj.lianjia.com/zufang/BJ2095151841858813952.html
北京,门头沟,城子,阁外山水,一居,1室1厅1卫,整租·阁外山水 1室1厅 南,2200,48.52,南,贝壳优选,https://bj.lianjia.com/zufang/BJ1999345487097888768.html
北京,门头沟,石门营,石门营新区四区,一居,1室1厅1卫,整租·石门营新区四区 1室1厅 东,2400,46.00,东,链家,https://bj.lianjia.com/zufang/BJ2100855697758486528.html
北京,门头沟,石门营,紫金新园二区,一居,1室1厅1卫,整租·紫金新园二区 1室1厅 南,2500,45.00,南,链家,https://bj.lianjia.com/zufang/BJ2095860186467008512.html
北京,门头沟,城子,阁外山水,一居,1室0厅1卫,整租·阁外山水 1室0厅 东,2100,48.79,东,贝壳优选,https://bj.lianjia.com/zufang/BJ1938823406531117056.html
北京,门头沟,石门营,紫金新园三区,一居,1室1厅1卫,整租·紫金新园三区 1室1厅 东,2700,43.00,东,链家,https://bj.lianjia.com/zufang/BJ2087507249319641088.html
北京,门头沟,滨河西区,德露苑,一居,1室1厅1卫,整租·德露苑 1室1厅 南/北,2400,58.71,南 北,链家,https://bj.lianjia.com/zufang/BJ2088087750057132032.html
北京,门头沟,门头沟其它,石泉砖厂A3区,一居,1室1厅1卫,整租·石泉砖厂A3区 1室1厅 南,2000,45.00,南,贝壳优选,https://bj.lianjia.com/zufang/BJ1894706575658975232.html
北京,门头沟,滨河西区,双峪路小区,一居,1室1厅1卫,整租·双峪路小区 1室1厅 南,2300,36.35,南,链家,https://bj.lianjia.com/zufang/BJ2087396955457060864.html
北京,门头沟,城子,城子大街90号院,一居,1室0厅1卫,整租·城子大街90号院 1室0厅 南,2300,45.00,南,链家,https://bj.lianjia.com/zufang/BJ2087738133184512000.html
北京,门头沟,城子,兴合家园,一居,1室0厅1卫,整租·兴合家园 1室0厅 南,2500,47.90,南,贝壳优选,https://bj.lianjia.com/zufang/BJ1847135454734843904.html
