城市,区域,板块,小区,户型,户型详情,租金,面积,单位租金,朝向,品牌,标题,链接,经度,纬度,坐标精度
北京,通州,潞苑,珠江丽景家园,一居,1室1厅1卫,2800.0,56.0,50.0,西,贝壳优选,整租·珠江丽景家园 1室1厅 西,https://bj.lianjia.com/zufang/BJ1646744816815439872.html,116.68239,39.931705,小区
北京,通州,梨园,时尚街区西区,两居,2室1厅1卫,5000.0,78.23,63.91,西南,贝壳优选,整租·时尚街区西区 2室1厅 西南,https://bj.lianjia.com/zufang/BJ1647087284312342528.html,116.666225,39.881667,
北京,西城,广安门,荣丰2008,一居,1室0厅1卫,4100.0,26.36,155.54,西,贝壳优选,整租·荣丰2008 1室0厅 西,https://bj.lianjia.com/zufang/BJ1647179163678801920.html,116.336595,39.894668,
北京,大兴,大兴机场空港,空港雅苑2号院,一居,1室1厅1卫,1450.0,59.0,24.58,南,贝壳优选,整租·空港雅苑2号院 1室1厅 南,https://bj.lianjia.com/zufang/BJ1647206986674077696.html,116.308359,39.525455,
北京,东城,广渠门,忠实里,一居,1室1厅1卫,4700.0,46.33,101.45,东 西,贝壳优选,整租·忠实里 1室1厅 东/西,https://bj.lianjia.com/zufang/BJ1647556870824525824.html,116.445172,39.897725,小区
北京,通州,通州其它,珠江四季悦城,三居,,4600.0,91.79,50.11,东南 南,贝壳优选,整租·珠江四季悦城 5房间 东南/南,https://bj.lianjia.com/zufang/BJ1648315980687867904.html,,,失败
北京,门头沟,滨河西区,倚山嘉园,一居,1室1厅1卫,1890.0,62.0,30.48,东,贝壳优选,整租·倚山嘉园 1室1厅 东,https://bj.lianjia.com/zufang/BJ1648526035827818496.html,116.111717,39.933576,板块
北京,顺义,马坡,香悦四季西区,一居,1室0厅1卫,1600.0,32.27,49.58,东,贝壳优选,整租·香悦四季西区 1室0厅 东,https://bj.lianjia.com/zufang/BJ1649755434375970816.html,116.647754,40.179528,
北京,丰台,科技园区,宝隆温泉公寓,一居,1室0厅1卫,3700.0,39.85,92.85,东,贝壳优选,整租·宝隆温泉公寓 1室0厅 东,https://bj.lianjia.com/zufang/BJ1649985426871549952.html,116.294531,39.832342,
北京,丰台,科技园区,富锦嘉园四区,三居,3室2厅1卫,5700.0,119.24,47.8,南 北,贝壳优选,整租·富锦嘉园四区 3室2厅 南/北,https://bj.lianjia.com/zufang/BJ1650059215386968064.html,116.284675,39.815544,
北京,西城,广安门,荣丰2008,一居,1室0厅1卫,3700.0,26.79,138.11,西,贝壳优选,整租·荣丰2008 1室0厅 西,https://bj.lianjia.com/zufang/BJ1650067538815483904.html,116.336595,39.894668,小区
北京,东城,朝阳门内,朝阳门内大街,一居,1室1厅1卫,6000.0,44.85,133.78,南 北,贝壳优选,整租·朝阳门内大街 1室1厅 南/北,https://bj.lianjia.com/zufang/BJ1652222983202144256.html,116.427391,39.924358,
北京,房山,良乡,首开熙悦睿府书香,一居,,2000.0,50.0,40.0,南,贝壳优选,整租·首开熙悦睿府书香 2房间 南,https://bj.lianjia.com/zufang/BJ1652233887775981568.html,116.169985,39.724634,
北京,丰台,花乡,银地家园,一居,1室1厅1卫,4200.0,53.0,79.25,南 北,贝壳优选,整租·银地家园 1室1厅 南/北,https://bj.lianjia.com/zufang/BJ1652682648939659264.html,116.332946,39.820215,
北京,通州,梨园,时尚街区东区,一居,1室1厅1卫,3400.0,61.75,55.06,西北,贝壳优选,整租·时尚街区东区 1室1厅 西北,https://bj.lianjia.com/zufang/BJ1653651733517172736.html,116.666996,39.881828,小区
北京,海淀,田村,田村41号院,三居,3室1厅1卫,6500.0,69.5,93.53,南 北,贝壳优选,整租·田村41号院 3室1厅 南/北,https://bj.lianjia.com/zufang/BJ1654463329051082752.html,,,失败
北京,顺义,后沙峪,IDCITY艾迪城,两居,,5300.0,61.36,86.38,东,贝壳优选,整租·IDCITY艾迪城 3房间 东,https://bj.lianjia.com/zufang/BJ1654476904666759168.html,116.542062,40.087341,小区(模糊)
北京,丰台,马家堡,益城园,三居,3室2厅2卫,11000.0,147.08,74.79,东 南 北,贝壳优选,整租·益城园 3室2厅 东/南/北,https://bj.lianjia.com/zufang/BJ1654811238946832384.html,116.286726,39.858538,
北京,丰台,岳各庄,中堂,三居,3室1厅1卫,9000.0,139.79,64.38,南 北,贝壳优选,整租·中堂 3室1厅 南/北,https://bj.lianjia.com/zufang/BJ1655941127011827712.html,116.286726,39.858538,
北京,朝阳,双桥,艺水芳园,三居,3室1厅2卫,5900.0,114.22,51.65,东南 南 北,贝壳优选,整租·艺水芳园 3室1厅 东南/南/北,https://bj.lianjia.com/zufang/BJ1656143493053022208.html,116.562776,39.904949,
北京,通州,临河里,金隅自由筑,两居,,2600.0,68.92,37.72,南,贝壳优选,整租·金隅自由筑 3房间 南,https://bj.lianjia.com/zufang/BJ1656234283439751168.html,116.72923,39.916403,小区
北京,昌平,回龙观,融泽嘉园中路12号院,两居,2室1厅1卫,6200.0,83.56,74.2,南 北,贝壳优选,整租·融泽嘉园中路12号院 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ1656239238506610688.html,116.308108,40.068066,小区
北京,石景山,苹果园,金福苑,两居,2室1厅1卫,4200.0,73.49,57.15,南 北,贝壳优选,整租·金福苑 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ1657013838316306432.html,116.170384,39.931481,
北京,顺义,顺义其它,仁悦居7号院,两居,2室1厅1卫,3400.0,89.0,38.2,南 北,贝壳优选,整租·仁悦居7号院 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ1657020390116950016.html,116.669478,40.100322,
北京,丰台,马连道,丽泽雅园,三居,3室1厅1卫,8000.0,114.05,70.14,东,贝壳优选,整租·丽泽雅园 3室1厅 东,https://bj.lianjia.com/zufang/BJ1657039026625970176.html,116.322918,39.870825,
北京,门头沟,滨河西区,鸿坤七星长安,一居,,3000.0,50.04,59.95,南,贝壳优选,整租·鸿坤七星长安 1房间 南,https://bj.lianjia.com/zufang/BJ1657233030189678592.html,,,失败
北京,石景山,鲁谷,远洋山水,一居,1室1厅1卫,4700.0,56.33,83.44,东,贝壳优选,整租·远洋山水 1室1厅 东,https://bj.lianjia.com/zufang/BJ1657991401847128064.html,116.240023,39.900649,小区(模糊)
北京,东城,朝阳门内,大方家胡同,一居,1室1厅1卫,8200.0,60.74,135.0,南 北,贝壳优选,整租·大方家胡同 1室1厅 南/北,https://bj.lianjia.com/zufang/BJ1659174859692834816.html,116.429415,39.919669,
北京,石景山,苹果园,海特花园东区,两居,2室1厅1卫,5600.0,80.83,69.28,东,贝壳优选,整租·海特花园东区 2室1厅 东,https://bj.lianjia.com/zufang/BJ1659538185790685184.html,116.192495,39.933445,
北京,石景山,苹果园,模式口西里,两居,2室1厅1卫,3800.0,55.71,68.21,东南,贝壳优选,整租·模式口西里 2室1厅 东南,https://bj.lianjia.com/zufang/BJ1661009413206441984.html,116.153985,39.932456,
北京,怀柔,怀柔,八龙桥雅苑,三居,3室1厅1卫,3000.0,104.0,28.85,南 北,链家,整租·八龙桥雅苑 3室1厅 南/北,https://bj.lianjia.com/zufang/BJ1662038030942208000.html,116.584887,40.290794,小区
北京,东城,广渠门,保利蔷薇,两居,2室1厅1卫,9000.0,86.45,104.11,东南,贝壳优选,整租·保利蔷薇 2室1厅 东南,https://bj.lianjia.com/zufang/BJ1662391790273036288.html,116.416334,39.928359,小区
北京,西城,长椿街,三庙街,一居,1室1厅1卫,5700.0,39.42,144.6,南,贝壳优选,整租·三庙街 1室1厅 南,https://bj.lianjia.com/zufang/BJ1663055335356628992.html,116.365656,39.896984,
北京,东城,东直门,胡家园小区,两居,2室1厅1卫,6400.0,51.69,123.82,西 北,贝壳优选,整租·胡家园小区 2室1厅 西/北,https://bj.lianjia.com/zufang/BJ1663393048517672960.html,116.444719,39.944671,
北京,石景山,鲁谷,六合园,两居,2室1厅1卫,4600.0,67.69,67.96,东南,贝壳优选,整租·六合园 2室1厅 东南,https://bj.lianjia.com/zufang/BJ1663514988297322496.html,116.219941,39.898983,
北京,丰台,科技园区,设计师广场,一居,1室0厅1卫,4000.0,44.96,88.97,东南,贝壳优选,整租·设计师广场 1室0厅 东南,https://bj.lianjia.com/zufang/BJ1663560051865944064.html,,,失败
北京,西城,月坛,铁二区,一居,1室1厅1卫,7200.0,44.8,160.71,南,贝壳优选,整租·铁二区 1室1厅 南,https://bj.lianjia.com/zufang/BJ1666360082100649984.html,116.347615,39.911752,小区(模糊)
北京,房山,良乡,鸿顺园西区,三居,3室1厅1卫,3270.0,105.0,31.14,南 北,贝壳优选,整租·鸿顺园西区 3室1厅 南/北,https://bj.lianjia.com/zufang/BJ1666636461601980416.html,116.153464,39.721724,
北京,顺义,顺义城,石园北区,一居,1室1厅1卫,2200.0,64.54,34.09,西,贝壳优选,整租·石园北区 1室1厅 西,https://bj.lianjia.com/zufang/BJ1667411703022747648.html,116.664323,40.114254,
北京,顺义,中央别墅区,京奥港枫泉花园,两居,2室1厅1卫,4300.0,73.4,58.58,南 北,贝壳优选,整租·京奥港枫泉花园 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ1669278810538770432.html,116.549134,40.084554,
北京,昌平,北七家,龙冠冠华苑萱草园,两居,2室1厅1卫,3999.0,89.0,44.93,南 北,贝壳优选,整租·龙冠冠华苑萱草园 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ1669571309794754560.html,116.404567,40.119021,小区
北京,西城,牛街,祥和家苑,一居,1室1厅1卫,5000.0,53.78,92.97,北,贝壳优选,整租·祥和家苑 1室1厅 北,https://bj.lianjia.com/zufang/BJ1669674842699333632.html,116.36585,39.9126,小区
北京,西城,金融街,王府仓胡同10号院,三居,3室1厅1卫,40000.0,125.0,320.0,南 北,链家,整租·王府仓胡同10号院 3室1厅 南/北,https://bj.lianjia.com/zufang/BJ1669993664643858432.html,116.361127,39.921147,
北京,昌平,沙河,北街家园五区,两居,2室1厅1卫,3800.0,72.0,52.78,南 北,贝壳优选,整租·北街家园五区 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ1670267068588490752.html,116.268909,40.166541,
北京,顺义,后沙峪,东亚创展国际,一居,,2650.0,38.14,69.48,西,贝壳优选,整租·东亚创展国际 1房间 西,https://bj.lianjia.com/zufang/BJ1671020861269737472.html,116.556203,40.118499,
北京,通州,北关,金地格林格林,两居,2室1厅1卫,4100.0,75.67,54.18,南,贝壳优选,整租·金地格林格林 2室1厅 南,https://bj.lianjia.com/zufang/BJ1671027646026219520.html,,,失败
北京,大兴,瀛海,德茂佳苑,一居,1室1厅1卫,3100.0,67.13,46.18,南 北,贝壳优选,整租·德茂佳苑 1室1厅 南/北,https://bj.lianjia.com/zufang/BJ1671505734816235520.html,116.438329,39.777941,小区(模糊)
北京,丰台,木樨园,南曦大厦,一居,1室1厅1卫,3800.0,48.82,77.84,北,贝壳优选,整租·南曦大厦 1室1厅 北,https://bj.lianjia.com/zufang/BJ1672196038141673472.html,116.402942,39.85646,
北京,石景山,古城,古城南路,两居,2室1厅1卫,3700.0,45.68,81.0,东 南 北,贝壳优选,整租·古城南路 2室1厅 东/南/北,https://bj.lianjia.com/zufang/BJ1672540234467770368.html,116.190874,39.910951,
北京,石景山,鲁谷,六合园,两居,2室1厅1卫,4380.0,64.0,68.44,南 北,贝壳优选,整租·六合园 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ1674018109716955136.html,116.219941,39.898983,
北京,丰台,马家堡,马家堡西里,三居,3室1厅1卫,5888.0,73.82,79.76,南 北,贝壳优选,整租·马家堡西里 3室1厅 南/北,https://bj.lianjia.com/zufang/BJ1675008619042570240.html,116.37452,39.853382,小区
北京,石景山,苹果园,金顶阳光,两居,2室1厅1卫,4800.0,84.6,56.74,西,贝壳优选,整租·金顶阳光 2室1厅 西,https://bj.lianjia.com/zufang/BJ1675518654038409216.html,,,失败
北京,西城,阜成门,北营房东里,两居,2室1厅1卫,6500.0,48.4,134.3,东南,贝壳优选,整租·北营房东里 2室1厅 东南,https://bj.lianjia.com/zufang/BJ1675811545344376832.html,116.352125,39.926076,
北京,丰台,马家堡,瑞丽江畔,三居,3室1厅1卫,8000.0,114.72,69.74,东 南,贝壳优选,整租·瑞丽江畔 3室1厅 东/南,https://bj.lianjia.com/zufang/BJ1676207564510986240.html,116.373701,39.842795,
北京,大兴,大兴新机场洋房别墅区,住总兴创如遇,两居,2室1厅1卫,2300.0,77.0,29.87,南,贝壳优选,整租·住总兴创如遇 2室1厅 南,https://bj.lianjia.com/zufang/BJ1676521687325081600.html,116.627806,39.652744,
北京,石景山,鲁谷,六合园,一居,1室1厅1卫,3300.0,44.2,74.66,东南,贝壳优选,整租·六合园 1室1厅 东南,https://bj.lianjia.com/zufang/BJ1676550158147387392.html,116.243275,39.899071,板块
北京,昌平,鼓楼大街,昌平医院家属院,两居,2室1厅1卫,3000.0,54.0,55.56,南,贝壳优选,整租·昌平医院家属院 2室1厅 南,https://bj.lianjia.com/zufang/BJ1676895197327261696.html,116.231034,40.220952,小区
北京,大兴,旧宫,巧克力城,一居,1室1厅1卫,3400.0,54.48,62.41,西北,贝壳优选,整租·巧克力城 1室1厅 西北,https://bj.lianjia.com/zufang/BJ1677252168496709632.html,116.443858,39.816634,
北京,海淀,小西天,新外大街甲25号院,三居,3室1厅1卫,8000.0,69.4,115.27,东 北,贝壳优选,整租·新外大街甲25号院 3室1厅 东/北,https://bj.lianjia.com/zufang/BJ1677270821975883776.html,116.371009,39.954835,
北京,东城,朝阳门内,豆瓣胡同,一居,1室1厅1卫,7300.0,47.92,152.34,南,贝壳优选,整租·豆瓣胡同 1室1厅 南,https://bj.lianjia.com/zufang/BJ1677552251054325760.html,116.432051,39.926725,
北京,东城,崇文门,新景家园东区,一居,1室1厅1卫,5999.0,60.75,98.75,南,贝壳优选,整租·新景家园东区 1室1厅 南,https://bj.lianjia.com/zufang/BJ1677652126177689600.html,116.425537,39.895471,小区
北京,房山,良乡,房山超级蜂巢,一居,,2100.0,41.04,51.17,南,贝壳优选,整租·房山超级蜂巢 2房间 南,https://bj.lianjia.com/zufang/BJ1678233870295629824.html,,,失败
北京,顺义,顺义城,义宾北区,一居,1室1厅1卫,3200.0,65.35,48.97,南 北,贝壳优选,整租·义宾北区 1室1厅 南/北,https://bj.lianjia.com/zufang/BJ1678260776986476544.html,116.650901,40.132744,
北京,丰台,新宫,南庭新苑南区,一居,1室1厅1卫,4300.0,49.54,86.8,西,贝壳优选,整租·南庭新苑南区 1室1厅 西,https://bj.lianjia.com/zufang/BJ1679016599224320000.html,116.369135,39.803093,
北京,大兴,大兴机场空港,空港新苑二区6号院,一居,1室1厅1卫,1400.0,60.7,23.06,南,贝壳优选,整租·空港新苑二区6号院 1室1厅 南,https://bj.lianjia.com/zufang/BJ1679343322780401664.html,116.304895,39.514063,
北京,丰台,刘家窑,正邦嘉园二期,两居,2室1厅1卫,5700.0,90.05,63.3,东北,贝壳优选,整租·正邦嘉园二期 2室1厅 东北,https://bj.lianjia.com/zufang/BJ1679500040378253312.html,116.407387,39.904179,小区(模糊)
北京,昌平,回龙观,国仕汇,一居,1室1厅1卫,4600.0,74.42,61.81,南,贝壳优选,整租·国仕汇 1室1厅 南,https://bj.lianjia.com/zufang/BJ1679802214144540672.html,116.313959,40.080178,小区
北京,丰台,马家堡,富卓苑,一居,1室0厅1卫,4100.0,36.18,113.32,东,贝壳优选,整租·富卓苑 1室0厅 东,https://bj.lianjia.com/zufang/BJ1680051096191500288.html,116.374136,39.839533,
北京,通州,潞苑,通瑞嘉苑东区,两居,2室1厅1卫,3500.0,81.25,43.08,南,贝壳优选,整租·通瑞嘉苑东区 2室1厅 南,https://bj.lianjia.com/zufang/BJ1680054922055254016.html,116.687978,39.935815,
北京,顺义,后沙峪,吉祥雅筑,两居,2室1厅1卫,3900.0,85.08,45.84,东南,贝壳优选,整租·吉祥雅筑 2室1厅 东南,https://bj.lianjia.com/zufang/BJ1680131561757868032.html,116.538577,40.08921,
北京,丰台,右安门外,亚林西居住区8号院,两居,2室1厅1卫,7880.0,86.86,90.72,南 北,贝壳优选,整租·亚林西居住区8号院 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ1680188723737657344.html,116.35413,39.856255,小区
北京,石景山,杨庄,茂华璟上璟,两居,,4300.0,62.43,68.88,西,贝壳优选,整租·茂华璟上璟 4房间 西,https://bj.lianjia.com/zufang/BJ1680192952258789376.html,,,失败
北京,朝阳,CBD,现代城,三居,3室1厅2卫,11000.0,143.1,76.87,西,贝壳优选,整租·现代城 3室1厅 西,https://bj.lianjia.com/zufang/BJ1680521032445722624.html,116.475831,39.90654,
北京,西城,广安门,远见国际公寓,一居,1室0厅1卫,4500.0,49.6,90.73,东,贝壳优选,整租·远见国际公寓 1室0厅 东,https://bj.lianjia.com/zufang/BJ1680556281129074688.html,116.336593,39.889356,
北京,丰台,北大地,福顺里,三居,3室1厅1卫,4700.0,79.64,59.02,西北,贝壳优选,整租·福顺里 3室1厅 西北,https://bj.lianjia.com/zufang/BJ1680783463378059264.html,116.284732,39.85637,板块
北京,北京经济技术开发区,亦庄,天宝家园,两居,2室1厅1卫,4200.0,70.0,60.0,南 北,贝壳优选,整租·天宝家园 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ1681166729285206016.html,116.492552,39.792475,
北京,东城,崇文门,崇文门东大街,两居,2室1厅1卫,6700.0,59.97,111.72,南 北,贝壳优选,整租·崇文门东大街 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ1681216156649652224.html,116.422499,39.900486,
北京,朝阳,望京,望京新城,两居,2室1厅1卫,11000.0,102.87,106.93,南,链家,整租·望京新城 2室1厅 南,https://bj.lianjia.com/zufang/BJ1681955468106268672.html,116.472585,39.998492,
北京,丰台,万源,梅源里小区,三居,3室1厅1卫,4600.0,93.08,49.42,南 北,贝壳优选,整租·梅源里小区 3室1厅 南/北,https://bj.lianjia.com/zufang/BJ1681957747832127488.html,116.420912,39.796515,
北京,大兴,西红门,鸿坤理想城礼域府,两居,2室1厅1卫,5580.0,87.96,63.44,南 北,贝壳优选,整租·鸿坤理想城礼域府 2室1厅 南/北,https://bj.lianjia.com/zufang/BJ1682238880012566528.html,116.342006,39.79389,
北京,西城,西直门,德宝新园,一居,1室1厅1卫,6000.0,42.0,142.86,西南,贝壳优选,整租·德宝新园 1室1厅 西南,https://bj.lianjia.com/zufang/BJ1683046758810124288.html,116.346466,39.940281,小区
北京,房山,良乡,昊天嘉园,一居,1室1厅1卫,2200.0,50.31,43.73,北,贝壳优选,整租·昊天嘉园 1室1厅 北,https://bj.lianjia.com/zufang/BJ1683051344602071040.html,116.14967,39.724471,小区
北京,东城,灯市口,锡拉胡同21号院,一居,1室1厅1卫,5800.0,37.02,156.67,西,贝壳优选,整租·锡拉胡同21号院 1室1厅 西,https://bj.lianjia.com/zufang/BJ1683098394211385344.html,116.407519,39.916594,
北京,丰台,青塔,青塔南里,一居,1室1厅1卫,3900.0,54.43,71.65,东 南,贝壳优选,整租·青塔南里 1室1厅 东/南,https://bj.lianjia.com/zufang/BJ1684205867458625536.html,116.265102,39.893521,
北京,丰台,花乡,中铁·诺德春风和院,三居,3室1厅2卫,7400.0,112.0,66.07,南 西 北,贝壳优选,整租·中铁·诺德春风和院 3室1厅 南/西/北,https://bj.lianjia.com/zufang/BJ1684482655296421888.html,116.316764,39.813148,
北京,大兴,大兴机场空港,空港荣苑2号院,两居,2室1厅1卫,1500.0,80.0,18.75,南,贝壳优选,整租·空港荣苑2号院 2室1厅 南,https://bj.lianjia.com/zufang/BJ1684539815443300352.html,,,失败
北京,大兴,义和庄,万科天地,一居,,3300.0,42.81,77.08,南,贝壳优选,整租·万科天地 2房间 南,https://bj.lianjia.com/zufang/BJ1684551752013053952.html,116.330477,39.707549,板块
北京,通州,九棵树(家乐福),瑞都国际南区,三居,3室2厅2卫,6500.0,166.59,39.02,南 北,贝壳优选,整租·瑞都国际南区 3室2厅 南/北,https://bj.lianjia.com/zufang/BJ1684809294056259584.html,116.655901,39.887398,
