城市,区域,板块,小区,户型,户型详情,标题,租金,面积,朝向,品牌,链接
上海,浦东,临港新城,绿地东岸涟城,一居,1室1厅1卫,整租·绿地东岸涟城 1室1厅 南,1890,52.15,南,贝壳优选,https://sh.lianjia.com/zufang/SH2102690074159218688.html
上海,浦东,花木,金桂小区,一居,1室1厅1卫,整租·金桂小区 1室1厅 南,5500,42.82,南,链家,https://sh.lianjia.com/zufang/SH2075459818012803072.html
上海,浦东,南码头,临沂八村,一居,1室1厅1卫,整租·临沂八村 1室1厅 南,4800,56.19,南,贝壳优选,https://sh.lianjia.com/zufang/SH2103356894729994240.html
上海,浦东,碧云,金桥酒店公寓,一居,1室1厅1卫,整租·金桥酒店公寓 1室1厅 西南,4410,75.00,西南,贝壳优选,https://sh.lianjia.com/zufang/SH2101602715602780160.html
上海,浦东,泥城镇,鸿音广场,一居,1室1厅1卫,整租·鸿音广场 1室1厅 南,2100,80.37,南,链家,https://sh.lianjia.com/zufang/SH1904828602545864704.html
上海,浦东,潍坊,王家宅小区,一居,1室1厅1卫,整租·王家宅小区 1室1厅 南,4000,35.70,南,链家,https://sh.lianjia.com/zufang/SH1934223493684002816.html
上海,浦东,南码头,海博大厦,一居,1室1厅1卫,整租·海博大厦 1室1厅 南,4300,38.30,南,链家,https://sh.lianjia.com/zufang/SH1806648134693027840.html
上海,浦东,陆家嘴,世茂滨江花园,一居,1室1厅1卫,整租·世茂滨江花园 1室1厅 西南,17000,93.08,西南,链家,https://sh.lianjia.com/zufang/SH2048681414039175168.html
上海,浦东,世博,云台一小区,两居,2室1厅1卫,整租·云台一小区 2室1厅 南,5145,52.55,南,贝壳优选,https://sh.lianjia.com/zufang/SH2104090703926657024.html
上海,浦东,金桥,碧云新天地(一期),两居,2室2厅1卫,整租·碧云新天地(一期) 2室2厅 南,7500,94.06,南,链家,https://sh.lianjia.com/zufang/SH2007371606325723136.html
上海,浦东,金桥,金藤苑,两居,2室1厅1卫,整租·金藤苑 2室1厅 南,5400,67.00,南,贝壳优选,https://sh.lianjia.com/zufang/SH2105287332709007360.html
上海,浦东,潍坊,东欣小区,两居,2室1厅1卫,整租·东欣小区 2室1厅 南/北,7500,65.01,南 北,贝壳优选,https://sh.lianjia.com/zufang/SH2575468820894318592.html
上海,浦东,川沙,川沙路5245弄,两居,2室1厅1卫,整租·川沙路5245弄 2室1厅 南,4100,74.02,南,贝壳优选,https://sh.lianjia.com/zufang/SH2101618740184481792.html
上海,浦东,张江,阳光花城,两居,2室1厅2卫,整租·阳光花城 2室1厅 南,8500,115.00,南,链家,https://sh.lianjia.com/zufang/SH2050922000427253760.html
上海,浦东,潍坊,潍坊八村,两居,2室1厅1卫,整租·潍坊八村 2室1厅 南,5000,48.00,南,贝壳优选,https://sh.lianjia.com/zufang/SH2101687792810590208.html
上海,浦东,金杨,香山新村西北街坊,两居,2室1厅1卫,整租·香山新村西北街坊 2室1厅 南,5145,67.53,南,贝壳优选,https://sh.lianjia.com/zufang/SH2104185886341070848.html
上海,浦东,川沙,新德三村,两居,2室1厅1卫,整租·新德三村 2室1厅 南,3200,60.75,南,贝壳优选,https://sh.lianjia.com/zufang/SH2101658827853135872.html
上海,浦东,金杨,黄山三村,两居,2室1厅1卫,整租·黄山三村 2室1厅 南,4600,62.16,南,贝壳优选,https://sh.lianjia.com/zufang/SH2101929735356416000.html
上海,浦东,惠南,布鲁斯小镇(绿地·皇家官邸),两居,2室1厅1卫,整租·布鲁斯小镇(绿地·皇家官邸) 2室1厅 南,2900,91.00,南,贝壳优选,https://sh.lianjia.com/zufang/SH2101827346242732032.html
上海,浦东,周浦,汇福家园吉祥里,两居,2室1厅1卫,整租·汇福家园吉祥里 2室1厅 南,4500,75.00,南,链家,https://sh.lianjia.com/zufang/SH2047672698355580928.html
上海,浦东,曹路,悦天地,两居,2室1厅2卫,整租·悦天地 2室1厅 南,4300,51.76,南,贝壳优选,https://sh.lianjia.com/zufang/SH2106303475913588736.html
上海,浦东,周浦,中金海棠湾(一期),两居,2室1厅1卫,整租·中金海棠湾(一期) 2室1厅 南,4800,72.76,南,链家,https://sh.lianjia.com/zufang/SH1979780144180494336.html
上海,浦东,梅园,梅园二街坊,两居,2室1厅1卫,整租·梅园二街坊 2室1厅 南,6800,52.84,南,贝壳优选,https://sh.lianjia.com/zufang/SH2106329249555152896.html
上海,浦东,周浦,慧晶国际,两居,2室1厅1卫,整租·慧晶国际 2室1厅 南,3100,66.26,南,贝壳优选,https://sh.lianjia.com/zufang/SH2101656669053255680.html
上海,浦东,金桥,东陆新村七街坊,两居,2室1厅1卫,整租·东陆新村七街坊 2室1厅 南,4200,57.71,南,链家,https://sh.lianjia.com/zufang/SH1887369075806437376.html
上海,浦东,唐镇,金唐公寓,两居,2室1厅1卫,整租·金唐公寓 2室1厅 南,3900,78.80,南,链家,https://sh.lianjia.com/zufang/SH1890672069557878784.html
上海,浦东,临港新城,绿地东岸涟城,两居,2室2厅1卫,整租·绿地东岸涟城 2室2厅 南/北,1800,88.23,南 北,链家,https://sh.lianjia.com/zufang/SH1861751927675551744.html
上海,浦东,川沙,妙栏小区,两居,2室2厅1卫,整租·妙栏小区 2室2厅 南/北,4000,73.31,南 北,链家,https://sh.lianjia.com/zufang/SH1662762936784912384.html
上海,静安,彭浦,曲沃路239号,一居,1室1厅1卫,整租·曲沃路239号 1室1厅 南,3400,41.66,南,贝壳优选,https://sh.lianjia.com/zufang/SH2103504477599301632.html
上海,静安,江宁路,静安晶华园,一居,1室1厅1卫,整租·静安晶华园 1室1厅 南,7950,58.80,南,链家,https://sh.lianjia.com/zufang/SH2057812606814519296.html
上海,静安,南京西路,中凯城市之光(静安),一居,1室2厅1卫,整租·中凯城市之光(静安) 1室2厅 东/南,8000,56.49,东 南,贝壳优选,https://sh.lianjia.com/zufang/SH2088640703587418112.html
上海,静安,阳城,广盛苑,一居,1室1厅1卫,整租·广盛苑 1室1厅 南,4200,58.67,南,贝壳优选,https://sh.lianjia.com/zufang/SH1840984414629134336.html
上海,静安,曹家渡,中行小区,一居,1室1厅1卫,整租·中行小区 1室1厅 南,3900,35.00,南,贝壳优选,https://sh.lianjia.com/zufang/SH1788096709499289600.html
上海,静安,南京西路,升平小区,一居,1室1厅1卫,整租·升平小区 1室1厅 北,4200,31.38,北,链家,https://sh.lianjia.com/zufang/SH2037066200294359040.html
上海,静安,大宁,宁康家园,一居,1室1厅1卫,整租·宁康家园 1室1厅 南,4100,43.00,南,贝壳优选,https://sh.lianjia.com/zufang/SH1976268537785745408.html
上海,静安,彭浦,银都一村,一居,1室1厅1卫,整租·银都一村 1室1厅 南,3300,36.95,南,贝壳优选,https://sh.lianjia.com/zufang/SH2034223904603504640.html
上海,静安,彭浦,临汾路1565弄,一居,1室1厅1卫,整租·临汾路1565弄 1室1厅 南,3600,45.43,南,贝壳优选,https://sh.lianjia.com/zufang/SH1839624475033731072.html
上海,静安,不夜城,芷江西路285弄,一居,1室0厅1卫,整租·芷江西路285弄 1室0厅 南,3340,33.69,南,贝壳优选,https://sh.lianjia.com/zufang/SH2041798949441896448.html
上海,静安,西藏北路,宝昌路632弄,一居,1室1厅1卫,整租·宝昌路632弄 1室1厅 南,4200,40.23,南,贝壳优选,https://sh.lianjia.com/zufang/SH1841033571842654208.html
上海,静安,南京西路,中凯城市之光(静安),一居,1室1厅1卫,整租·中凯城市之光(静安) 1室1厅 南,13000,62.78,南,链家,https://sh.lianjia.com/zufang/SH2060733084780724224.html
上海,静安,江宁路,海防村,一居,1室1厅1卫,整租·海防村 1室1厅 南,4100,30.31,南,贝壳优选,https://sh.lianjia.com/zufang/SH1849789086269702144.html
上海,静安,南京西路,太阳公寓(静安),一居,1室1厅1卫,整租·太阳公寓(静安) 1室1厅 北,3000,10.60,北,链家,https://sh.lianjia.com/zufang/SH2106248861403054080.html
上海,静安,大宁,谈家桥路85弄,一居,1室1厅1卫,整租·谈家桥路85弄 1室1厅 南,3900,42.71,南,贝壳优选,https://sh.lianjia.com/zufang/SH1862723423340331008.html
上海,静安,大宁,洛川中路1100弄,一居,1室1厅1卫,整租·洛川中路1100弄 1室1厅 南,3600,33.85,南,贝壳优选,https://sh.lianjia.com/zufang/SH2002019011394535424.html
上海,静安,彭浦,闻喜小区,一居,1室1厅1卫,整租·闻喜小区 1室1厅 南,3300,34.72,南,链家,https://sh.lianjia.com/zufang/SH2106710385905106944.html
上海,静安,闸北公园,黄山锦庭,一居,1室2厅1卫,整租·黄山锦庭 1室2厅 南,6300,64.09,南,链家,https://sh.lianjia.com/zufang/SH2105869371883651072.html
上海,静安,彭浦,彭三小区,一居,1室0厅1卫,整租·彭三小区 1室0厅 南,4200,45.00,南,链家,https://sh.lianjia.com/zufang/SH2101957934199078912.html
上海,静安,彭浦,彭一小区,一居,1室1厅1卫,整租·彭一小区 1室1厅 南,4700,55.00,南,链家,https://sh.lianjia.com/zufang/SH2102344307309543424.html
上海,金山,金山新城,海上纳缇,三居,3室2厅2卫,整租·海上纳缇 3室2厅 南,4200,110.00,南,链家,https://sh.lianjia.com/zufang/SH2105143382325067776.html
上海,金山,金山新城,碧桂园凤凰城,三居,3室2厅2卫,整租·碧桂园凤凰城 3室2厅 南,2900,94.99,南,链家,https://sh.lianjia.com/zufang/SH2091842224160505856.html
上海,金山,金山新城,新城旭辉府,三居,3室2厅1卫,整租·新城旭辉府 3室2厅 南,2600,118.33,南,链家,https://sh.lianjia.com/zufang/SH2092918101388558336.html
上海,金山,金山新城,铂翠廷,三居,3室2厅2卫,整租·铂翠廷 3室2厅 南,4000,95.94,南,链家,https://sh.lianjia.com/zufang/SH2099777126986153984.html
上海,金山,金山新城,建邦国宸府,三居,3室2厅1卫,整租·建邦国宸府 3室2厅 南,3250,122.00,南,链家,https://sh.lianjia.com/zufang/SH2101540959853477888.html
上海,金山,金山新城,绿地金山名邸,三居,3室2厅1卫,整租·绿地金山名邸 3室2厅 南,2500,87.00,南,链家,https://sh.lianjia.com/zufang/SH2102044774801342464.html
上海,金山,金山新城,建邦国宸府,三居,3室2厅2卫,整租·建邦国宸府 3室2厅 南,3200,124.00,南,链家,https://sh.lianjia.com/zufang/SH2094693769973596160.html
上海,金山,金山新城,海上明珠园,三居,3室2厅2卫,整租·海上明珠园 3室2厅 错层 南,3000,137.68,南,链家,https://sh.lianjia.com/zufang/SH2106658612590936064.html
上海,金山,金山新城,御龙景苑,三居,3室2厅1卫,整租·御龙景苑 3室2厅 南,3000,100.00,南,链家,https://sh.lianjia.com/zufang/SH2106385530869514240.html
上海,金山,金山新城,山鑫公寓,三居,3室1厅1卫,整租·山鑫公寓 3室1厅 南,2500,110.61,南,链家,https://sh.lianjia.com/zufang/SH2105929261176061952.html
上海,金山,金山新城,华发招商依云四季,三居,3室1厅1卫,整租·华发招商依云四季 3室1厅 南/北,2000,91.35,南 北,链家,https://sh.lianjia.com/zufang/SH2106238307762438144.html
上海,金山,金山新城,蓝色收获龙宇路999弄,三居,3室2厅2卫,整租·蓝色收获龙宇路999弄 3室2厅 南,2600,128.45,南,链家,https://sh.lianjia.com/zufang/SH2103390546864111616.html
上海,金山,金山新城,明卫佳苑西区(龙轩路1650弄),三居,3室1厅1卫,整租·明卫佳苑西区(龙轩路1650弄) 3室1厅 南,2200,92.00,南,链家,https://sh.lianjia.com/zufang/SH2103425773456064512.html
上海,金山,金山新城,金海岸花园,三居,3室2厅1卫,整租·金海岸花园 3室2厅 南,2500,106.71,南,链家,https://sh.lianjia.com/zufang/SH2103412695662329856.html
上海,金山,金山新城,金山豪庭,三居,3室2厅2卫,整租·金山豪庭 3室2厅 南,3800,137.09,南,链家,https://sh.lianjia.com/zufang/SH2106698381555400704.html
上海,金山,金山新城,金天地花园,三居,3室2厅2卫,整租·金天地花园 3室2厅 南,3200,139.91,南,链家,https://sh.lianjia.com/zufang/SH2106237243814313984.html
上海,金山,金山新城,碧桂园凤凰城,三居,3室2厅2卫,整租·碧桂园凤凰城 3室2厅 东南,2000,94.99,东南,链家,https://sh.lianjia.com/zufang/SH2106655694898855936.html
上海,金山,金山新城,石化七村,三居,3室1厅1卫,整租·石化七村 3室1厅 东南,1250,66.52,东南,链家,https://sh.lianjia.com/zufang/SH2042532463342780416.html
上海,金山,金山新城,赞成红树林,三居,3室2厅2卫,整租·赞成红树林 3室2厅 南,3600,126.87,南,链家,https://sh.lianjia.com/zufang/SH2048611612222291968.html
上海,金山,金山新城,赞成红树林,三居,3室2厅2卫,整租·赞成红树林 3室2厅 南,4200,124.14,南,链家,https://sh.lianjia.com/zufang/SH2064578514799034368.html
上海,金山,金山新城,辰凯紫薇苑,三居,3室2厅2卫,整租·辰凯紫薇苑 3室2厅 南,2000,121.75,南,链家,https://sh.lianjia.com/zufang/SH2012735151984869376.html
上海,金山,金山新城,山鑫阳光城,三居,3室2厅2卫,整租·山鑫阳光城 3室2厅 南,2800,115.08,南,链家,https://sh.lianjia.com/zufang/SH2064933520425353216.html
上海,金山,金山新城,和平新村(金山),三居,3室2厅2卫,整租·和平新村(金山) 3室2厅 南,2300,111.98,南,链家,https://sh.lianjia.com/zufang/SH2069277872614277120.html
上海,金山,金山新城,辰凯紫薇苑,三居,3室2厅2卫,整租·辰凯紫薇苑 3室2厅 南,3200,109.91,南,链家,https://sh.lianjia.com/zufang/SH2050782610115788800.html
上海,金山,金山新城,山鑫康城,三居,3室2厅2卫,整租·山鑫康城 3室2厅 南,3200,135.00,南,链家,https://sh.lianjia.com/zufang/SH2092516229997658112.html
上海,金山,金山新城,华发招商依云四季,三居,3室2厅1卫,整租·华发招商依云四季 3室2厅 南,2500,122.88,南,链家,https://sh.lianjia.com/zufang/SH2099403742645321728.html
上海,金山,金山新城,金山豪庭,三居,3室2厅2卫,整租·金山豪庭 3室2厅 南,3000,127.74,南,链家,https://sh.lianjia.com/zufang/SH2103813097985671168.html
上海,金山,金山新城,东泉新村,三居,3室1厅1卫,整租·东泉新村 3室1厅 南,1700,94.80,南,链家,https://sh.lianjia.com/zufang/SH2064326728968306688.html
上海,金山,金山新城,枫香名苑,三居,3室2厅2卫,整租·枫香名苑 3室2厅 东南/南,1600,125.12,东南 南,链家,https://sh.lianjia.com/zufang/SH2064365310500143104.html
上海,金山,金山新城,金悦华庭,三居,3室2厅1卫,整租·金悦华庭 3室2厅 南,2200,91.80,南,链家,https://sh.lianjia.com/zufang/SH2066844479310004224.html
上海,嘉定,江桥,嘉城新航域,三居,3室2厅2卫,整租·嘉城新航域 3室2厅 南/北,6700,124.36,南 北,贝壳优选,https://sh.lianjia.com/zufang/SH2101651603126747136.html
上海,嘉定,嘉定新城,臻品嘉园(公寓),三居,3室2厅1卫,整租·臻品嘉园(公寓) 3室2厅 南/北,7800,138.71,南 北,链家,https://sh.lianjia.com/zufang/SH2105279656868446208.html
上海,嘉定,江桥,翔封公寓,三居,3室2厅2卫,整租·翔封公寓 3室2厅 南,5200,125.00,南,贝壳优选,https://sh.lianjia.com/zufang/SH2053061001393209344.html
上海,嘉定,嘉定老城,南苑十村,三居,3室2厅2卫,整租·南苑十村 3室2厅 南,2800,115.28,南,贝壳优选,https://sh.lianjia.com/zufang/SH2058184287869468672.html
上海,嘉定,嘉定老城,李园一村,三居,3室1厅1卫,整租·李园一村 3室1厅 南,3000,91.67,南,贝壳优选,https://sh.lianjia.com/zufang/SH2052653803240423424.html
上海,嘉定,菊园新区,金地峯范,三居,3室2厅1卫,整租·金地峯范 3室2厅 南/北,5500,92.81,南 北,链家,https://sh.lianjia.com/zufang/SH2105582066803408896.html
上海,嘉定,菊园新区,胜悦嘉苑,三居,3室2厅1卫,整租·胜悦嘉苑 3室2厅 南,3230,92.40,南,贝壳优选,https://sh.lianjia.com/zufang/SH2095487700080525312.html
上海,嘉定,南翔,中建溪岸澜庭,三居,3室2厅1卫,整租·中建溪岸澜庭 3室2厅 南/北,6300,89.00,南 北,贝壳优选,https://sh.lianjia.com/zufang/SH1806973236223672320.html
上海,嘉定,菊园新区,日月光伯爵天地,三居,3室2厅2卫,整租·日月光伯爵天地 3室2厅 南,4600,91.16,南,贝壳优选,https://sh.lianjia.com/zufang/SH1827345091430187008.html
上海,嘉定,菊园新区,练祁佳城阳光嘉苑(慈竹路435弄),三居,3室2厅1卫,整租·练祁佳城阳光嘉苑(慈竹路435弄) 3室2厅 南,3000,96.40,南,贝壳优选,https://sh.lianjia.com/zufang/SH2082153744509698048.html
上海,嘉定,安亭,紫荆二村,三居,3室1厅1卫,整租·紫荆二村 3室1厅 南,2700,89.00,南,贝壳优选,https://sh.lianjia.com/zufang/SH2058466942074748928.html
上海,嘉定,江桥,水岸金桥苑,三居,3室1厅1卫,整租·水岸金桥苑 3室1厅 南,5000,75.00,南,链家,https://sh.lianjia.com/zufang/SH2105615583276957696.html
上海,嘉定,徐行,佳兆业城市广场(一期),三居,3室2厅1卫,整租·佳兆业城市广场(一期) 3室2厅 南,2500,80.83,南,贝壳优选,https://sh.lianjia.com/zufang/SH2098850864386015232.html
上海,嘉定,江桥,宁兴上尚湾,三居,3室2厅1卫,整租·宁兴上尚湾 3室2厅 南/北,6000,89.90,南 北,链家,https://sh.lianjia.com/zufang/SH2101676063267487744.html
上海,嘉定,江桥,金鹤新城城杰苑,三居,3室1厅1卫,整租·金鹤新城城杰苑 3室1厅 南,4100,72.36,南,贝壳优选,https://sh.lianjia.com/zufang/SH2093639534825701376.html
上海,嘉定,徐行,金隅金成府,三居,3室2厅2卫,整租·金隅金成府 3室2厅 南,3900,99.62,南,贝壳优选,https://sh.lianjia.com/zufang/SH2088927579988819968.html
上海,嘉定,丰庄,金沙嘉苑,三居,3室2厅1卫,整租·金沙嘉苑 3室2厅 南/北,7500,116.43,南 北,链家,https://sh.lianjia.com/zufang/SH2102245274880573440.html
上海,嘉定,菊园新区,金地峯范,三居,3室2厅2卫,整租·金地峯范 3室2厅 南/北,5000,99.00,南 北,链家,https://sh.lianjia.com/zufang/SH2106722672841850880.html
上海,嘉定,安亭,绿地海域苏河源(一期),三居,3室2厅1卫,整租·绿地海域苏河源(一期) 3室2厅 南/北,3600,91.09,南 北,链家,https://sh.lianjia.com/zufang/SH2106241706071425024.html
上海,嘉定,安亭,安亭瑞仕华庭,三居,3室2厅2卫,整租·安亭瑞仕华庭 3室2厅 南/北,7500,188.72,南 北,链家,https://sh.lianjia.com/zufang/SH2102981833749692416.html
上海,崇明,陈家镇,裕鸿佳苑(裕洲路151弄),一居,1室1厅1卫,整租·裕鸿佳苑(裕洲路151弄) 1室1厅 南,1150,61.58,南,链家,https://sh.lianjia.com/zufang/SH2104839661573636096.html
上海,崇明,陈家镇,裕鸿佳苑(裕国路328弄),一居,1室1厅1卫,整租·裕鸿佳苑(裕国路328弄) 1室1厅 南,1300,56.00,南,链家,https://sh.lianjia.com/zufang/SH2096557814821421056.html
上海,崇明,崇明新城,八一路崇安路住宅小区,一居,1室1厅1卫,整租·八一路崇安路住宅小区 1室1厅 东/南,1600,36.11,东 南,链家,https://sh.lianjia.com/zufang/SH2101643396970971136.html
上海,崇明,长兴岛,鹭岛华庭东苑,一居,1室1厅1卫,整租·鹭岛华庭东苑 1室1厅 南,2100,59.00,南,链家,https://sh.lianjia.com/zufang/SH2105608314271301632.html
上海,崇明,崇明新城,北门一村,一居,1室1厅1卫,整租·北门一村 1室1厅 南,1400,34.47,南,链家,https://sh.lianjia.com/zufang/SH2092938044897230848.html
上海,崇明,崇明新城,八一路,一居,1室1厅1卫,整租·八一路 1室1厅 东,1300,41.90,东,链家,https://sh.lianjia.com/zufang/SH2105545228436897792.html
上海,崇明,崇明新城,中津桥路,一居,1室1厅1卫,整租·中津桥路 1室1厅 南,1500,39.03,南,链家,https://sh.lianjia.com/zufang/SH2040417731110502400.html
上海,崇明,崇明新城,江帆路329弄,一居,1室1厅2卫,整租·江帆路329弄 1室1厅 南,2500,57.48,南,链家,https://sh.lianjia.com/zufang/SH1981207500447285248.html
上海,崇明,崇明新城,小西泯沟,一居,1室1厅1卫,整租·小西泯沟 1室1厅 南,1200,34.83,南,链家,https://sh.lianjia.com/zufang/SH2103003105237925888.html
上海,崇明,崇明新城,北门二村,一居,1室1厅1卫,整租·北门二村 1室1厅 南/北,1300,39.32,南 北,链家,https://sh.lianjia.com/zufang/SH2064252146538250240.html
上海,崇明,陈家镇,前哨农场铜棒厂新村,一居,1室1厅1卫,整租·前哨农场铜棒厂新村 1室1厅 南/北,500,49.05,南 北,链家,https://sh.lianjia.com/zufang/SH2059660993578926080.html
上海,崇明,陈家镇,金茂悦公馆,一居,1室1厅1卫,整租·金茂悦公馆 1室1厅 东/西,1500,54.21,东 西,链家,https://sh.lianjia.com/zufang/SH1984592897315438592.html
上海,崇明,崇明新城,北门一村,一居,1室1厅1卫,整租·北门一村 1室1厅 南,1300,40.05,南,链家,https://sh.lianjia.com/zufang/SH1986284157214392320.html
上海,崇明,崇明新城,八一路崇安路住宅小区,一居,1室1厅1卫,整租·八一路崇安路住宅小区 1室1厅 南,1200,41.65,南,链家,https://sh.lianjia.com/zufang/SH2082788522531487744.html
上海,崇明,陈家镇,前哨二村,一居,1室1厅1卫,整租·前哨二村 1室1厅 南,500,43.50,南,链家,https://sh.lianjia.com/zufang/SH2043245717924872192.html
上海,崇明,崇明新城,文宸花苑,一居,1室1厅1卫,整租·文宸花苑 1室1厅 南,1200,61.43,南,链家,https://sh.lianjia.com/zufang/SH2056713566186110976.html
上海,崇明,陈家镇,金茂悦公馆,一居,1室1厅1卫,整租·金茂悦公馆 1室1厅 南,1300,41.54,南,链家,https://sh.lianjia.com/zufang/SH2062424757403385856.html
上海,崇明,崇明新城,新城明月苑,一居,1室1厅1卫,整租·新城明月苑 1室1厅 南,1100,62.00,南,链家,https://sh.lianjia.com/zufang/SH2085638288621699072.html
上海,崇明,崇明新城,西门北村,一居,1室1厅1卫,整租·西门北村 1室1厅 南,1000,47.34,南,链家,https://sh.lianjia.com/zufang/SH2085581768525611008.html
上海,崇明,崇明新城,新崇中路,一居,1室1厅1卫,整租·新崇中路 1室1厅 南,1100,35.22,南,链家,https://sh.lianjia.com/zufang/SH2084485762325151744.html
上海,崇明,崇明新城,小西泯沟,一居,1室1厅1卫,整租·小西泯沟 1室1厅 南,1000,34.83,南,链家,https://sh.lianjia.com/zufang/SH2098346507261444096.html
上海,崇明,陈家镇,金茂悦公馆,一居,1室1厅1卫,整租·金茂悦公馆 1室1厅 南,1300,50.00,南,链家,https://sh.lianjia.com/zufang/SH2104841939999260672.html
上海,崇明,崇明新城,江帆路329弄,一居,1室1厅1卫,整租·江帆路329弄 1室1厅 南,2200,35.28,南,链家,https://sh.lianjia.com/zufang/SH2098304163690577920.html
上海,崇明,长兴岛,绿地长兴新苑北苑,一居,1室1厅1卫,整租·绿地长兴新苑北苑 1室1厅 南/北,2100,50.00,南 北,链家,https://sh.lianjia.com/zufang/SH2102662654253334528.html
上海,崇明,陈家镇,裕鸿佳苑(安寿路567弄),一居,1室1厅1卫,整租·裕鸿佳苑(安寿路567弄) 1室1厅 南/北,850,69.00,南 北,链家,https://sh.lianjia.com/zufang/SH2068598449988698112.html
上海,崇明,崇明新城,西门南村,一居,1室1厅1卫,整租·西门南村 1室1厅 南,1100,39.78,南,链家,https://sh.lianjia.com/zufang/SH2076223521842790400.html
上海,崇明,崇明新城,西门南村,一居,1室1厅1卫,整租·西门南村 1室1厅 南,1200,38.37,南,链家,https://sh.lianjia.com/zufang/SH2091479357108256768.html
上海,崇明,陈家镇,裕鸿佳苑(安寓路99弄),一居,1室1厅1卫,整租·裕鸿佳苑(安寓路99弄) 1室1厅 南,1800,58.80,南,链家,https://sh.lianjia.com/zufang/SH2082319508936065024.html
上海,崇明,崇明新城,北门一村,一居,1室1厅1卫,整租·北门一村 1室1厅 南,1500,40.05,南,链家,https://sh.lianjia.com/zufang/SH2095708190099374080.html
上海,崇明,崇明新城,北门一村,一居,1室1厅1卫,整租·北门一村 1室1厅 南,1300,40.05,南,链家,https://sh.lianjia.com/zufang/SH2095452621576863744.html
上海,青浦,赵巷,保利建工西郊锦庐,三居,3室2厅3卫,整租·保利建工西郊锦庐 3室2厅 南,7800,109.63,南,贝壳优选,https://sh.lianjia.com/zufang/SH2103769673366503424.html
上海,青浦,盈浦,旭辉玫瑰湾,三居,3室2厅1卫,整租·旭辉玫瑰湾 3室2厅 南,4200,89.67,南,链家,https://sh.lianjia.com/zufang/SH2100932853104640000.html
上海,青浦,赵巷,龙湖滟澜山(别墅),三居,3室2厅2卫,整租·龙湖滟澜山(别墅) 3室2厅 南/北,9800,248.86,南 北,贝壳优选,https://sh.lianjia.com/zufang/SH2032447693648822272.html
上海,青浦,华新,星尚湾名邸,三居,3室2厅1卫,整租·星尚湾名邸 3室2厅 南/北,4400,97.00,南 北,贝壳优选,https://sh.lianjia.com/zufang/SH2060302006668492800.html
上海,青浦,夏阳,中铁逸都2期,三居,3室2厅1卫,整租·中铁逸都2期 3室2厅 南,4500,99.00,南,贝壳优选,https://sh.lianjia.com/zufang/SH2088428613186617344.html
上海,青浦,夏阳,夏阳湖国际花园(西区),三居,3室2厅2卫,整租·夏阳湖国际花园(西区) 3室2厅 南,4800,129.00,南,链家,https://sh.lianjia.com/zufang/SH2101610405318098944.html
上海,青浦,徐泾,首创禧瑞里,三居,3室2厅2卫,整租·首创禧瑞里 3室2厅 南,5700,90.30,南,贝壳优选,https://sh.lianjia.com/zufang/SH2025199210114056192.html
