城市,区域,板块,小区,户型,户型详情,标题,租金,面积,朝向,品牌,链接
深圳,大鹏新区,大鹏半岛,金众云山栖,两居,2室2厅1卫,整租·金众云山栖 2室2厅 东南,2200,61.68,东南,链家/个人,https://sz.lianjia.com/zufang/SZ2100124100398678016.html
深圳,大鹏新区,大鹏半岛,承翰半山海,两居,2室2厅1卫,整租·承翰半山海 2室2厅 东南,2700,59.86,东南,链家/个人,https://sz.lianjia.com/zufang/SZ2097159482743193600.html
深圳,大鹏新区,大鹏半岛,承翰半山海,两居,2室2厅2卫,整租·承翰半山海 2室2厅 跃层 西,3000,78.00,西,链家/个人,https://sz.lianjia.com/zufang/SZ2072993246467850240.html
深圳,大鹏新区,大鹏半岛,金众云山栖,两居,2室2厅1卫,整租·金众云山栖 2室2厅 西南,2000,61.70,西南,链家/个人,https://sz.lianjia.com/zufang/SZ2083861573280989184.html
深圳,大鹏新区,大鹏半岛,KPR佳兆业广场,两居,2室2厅1卫,整租·KPR佳兆业广场 2室2厅 南/北,3000,73.00,南 北,链家/个人,https://sz.lianjia.com/zufang/SZ2095994139324710912.html
深圳,大鹏新区,大鹏半岛,承翰半山海,两居,2室2厅2卫,整租·承翰半山海 2室2厅 南,2800,77.83,南,链家/个人,https://sz.lianjia.com/zufang/SZ2070903952987127808.html
深圳,大鹏新区,大鹏半岛,金众云山栖,两居,2室1厅1卫,整租·金众云山栖 2室1厅 东南,2200,61.00,东南,链家/个人,https://sz.lianjia.com/zufang/SZ2073244974668840960.html
深圳,大鹏新区,大鹏半岛,金众云山栖,两居,2室2厅1卫,整租·金众云山栖 2室2厅 东南,2700,61.76,东南,链家/个人,https://sz.lianjia.com/zufang/SZ2105975656062910464.html
深圳,大鹏新区,大鹏半岛,承翰陶柏莉,两居,2室2厅2卫,整租·承翰陶柏莉 2室2厅 西南,3000,72.75,西南,链家/个人,https://sz.lianjia.com/zufang/SZ2047974450896306176.html
深圳,大鹏新区,大鹏半岛,万科十七英里,两居,2室2厅2卫,整租·万科十七英里 2室2厅 南,6000,94.00,南,链家/个人,https://sz.lianjia.com/zufang/SZ2104454616916688896.html
深圳,大鹏新区,大鹏半岛,PURE33璞岸,两居,2室2厅3卫,整租·PURE33璞岸 2室2厅 复式 南,4500,82.96,南,链家/个人,https://sz.lianjia.com/zufang/SZ2094775176339128320.html
深圳,大鹏新区,大鹏半岛,顺和雅苑,两居,2室2厅1卫,整租·顺和雅苑 2室2厅 东南,2600,51.00,东南,链家/个人,https://sz.lianjia.com/zufang/SZ2095382189511278592.html
深圳,大鹏新区,大鹏半岛,承翰半山海,两居,2室2厅2卫,整租·承翰半山海 2室2厅 复式 南/北,4200,78.00,南 北,链家/个人,https://sz.lianjia.com/zufang/SZ1905915342371160064.html
深圳,大鹏新区,大鹏半岛,三科麓湾,两居,2室2厅1卫,整租·三科麓湾 2室2厅 复式 南,3300,77.00,南,链家/个人,https://sz.lianjia.com/zufang/SZ2016169244890234880.html
深圳,大鹏新区,大鹏半岛,满京华云曦花园,两居,2室2厅1卫,整租·满京华云曦花园 2室2厅 东南,2700,80.00,东南,链家,https://sz.lianjia.com/zufang/SZ2012035711410110464.html
深圳,大鹏新区,大鹏半岛,华侨海景山庄,两居,2室2厅2卫,整租·华侨海景山庄 2室2厅 东南,5000,117.52,东南,链家/个人,https://sz.lianjia.com/zufang/SZ2032737339037450240.html
深圳,大鹏新区,大鹏半岛,金众云山栖,两居,2室2厅1卫,整租·金众云山栖 2室2厅 东南,2500,61.00,东南,链家/个人,https://sz.lianjia.com/zufang/SZ2051586764757270528.html
深圳,大鹏新区,大鹏半岛,KPR佳兆业广场,两居,2室2厅1卫,整租·KPR佳兆业广场 2室2厅 南,3200,69.00,南,链家/个人,https://sz.lianjia.com/zufang/SZ2063274200994414592.html
深圳,大鹏新区,大鹏半岛,海语山林,两居,2室2厅1卫,整租·海语山林 2室2厅 东南,2800,70.25,东南,链家/个人,https://sz.lianjia.com/zufang/SZ2068978652913074176.html
深圳,大鹏新区,大鹏半岛,万科十七英里,两居,2室1厅2卫,整租·万科十七英里 2室1厅 南,4000,64.89,南,链家,https://sz.lianjia.com/zufang/SZ2065339550858739712.html
深圳,大鹏新区,大鹏半岛,三科麓湾,两居,2室2厅1卫,整租·三科麓湾 2室2厅 东,3800,77.22,东,链家/个人,https://sz.lianjia.com/zufang/SZ2002758982258655232.html
深圳,大鹏新区,大鹏半岛,承翰半山海,两居,2室1厅1卫,整租·承翰半山海 2室1厅 东南,1900,38.00,东南,链家/个人,https://sz.lianjia.com/zufang/SZ1876155614900518912.html
深圳,大鹏新区,大鹏半岛,承翰半山海,两居,2室2厅1卫,整租·承翰半山海 2室2厅 西北,2800,60.00,西北,链家/个人,https://sz.lianjia.com/zufang/SZ2104493966471725056.html
深圳,大鹏新区,大鹏半岛,万科十七英里,两居,2室1厅2卫,整租·万科十七英里 2室1厅 复式 东南,5300,93.94,东南,链家/个人,https://sz.lianjia.com/zufang/SZ2025962344210759680.html
深圳,大鹏新区,大鹏半岛,海语山林,两居,2室2厅1卫,整租·海语山林 2室2厅 南,3000,78.70,南,链家/个人,https://sz.lianjia.com/zufang/SZ2107413522508939264.html
深圳,龙岗区,龙岗宝荷,振业峦山谷,两居,2室2厅1卫,整租·振业峦山谷 2室2厅 东南,2900,72.00,东南,贝壳优选,https://sz.lianjia.com/zufang/SZ2042861441261764608.html
深圳,龙岗区,布吉关,百合星城二期,两居,2室1厅1卫,整租·百合星城二期 2室1厅 南,5000,74.44,南,贝壳优选,https://sz.lianjia.com/zufang/SZ2095033071031025664.html
深圳,龙岗区,坂田,佳兆业城市广场五期,两居,2室2厅1卫,整租·佳兆业城市广场五期 2室2厅 东南,5000,75.01,东南,贝壳优选,https://sz.lianjia.com/zufang/SZ2097709699309764608.html
深圳,龙岗区,坂田,佳兆业中央广场六期,两居,2室2厅1卫,整租·佳兆业中央广场六期 2室2厅 东南,5500,78.10,东南,链家/个人,https://sz.lianjia.com/zufang/SZ2089597736956461056.html
深圳,龙岗区,坂田,天安云谷产业园二期,两居,2室1厅1卫,整租·天安云谷产业园二期 2室1厅 北,3600,44.09,北,链家,https://sz.lianjia.com/zufang/SZ2091144668153643008.html
深圳,龙岗区,布吉关,佳兆业可园七期,两居,2室2厅1卫,整租·佳兆业可园七期 2室2厅 南,4100,79.14,南,贝壳优选,https://sz.lianjia.com/zufang/SZ2098315123843137536.html
深圳,龙岗区,龙岗中心城,金地龙城中央三期,两居,2室1厅1卫,整租·金地龙城中央三期 2室1厅 西南/西,3400,61.00,西南 西,链家,https://sz.lianjia.com/zufang/SZ2087808377508855808.html
深圳,龙岗区,龙岗双龙,锦城星苑一期,两居,2室1厅1卫,整租·锦城星苑一期 2室1厅 东南/南,1800,63.75,东南 南,链家/个人,https://sz.lianjia.com/zufang/SZ2091380661733556224.html
深圳,龙岗区,大运新城,佳兆业时代大厦,两居,2室2厅1卫,整租·佳兆业时代大厦 2室2厅 西南,3200,64.00,西南,链家/个人,https://sz.lianjia.com/zufang/SZ2091528864080592896.html
深圳,龙岗区,丹竹头,左庭右院南区,两居,2室1厅1卫,整租·左庭右院南区 2室1厅 东,4400,80.00,东,链家/个人,https://sz.lianjia.com/zufang/SZ2092845426536349696.html
深圳,龙岗区,坂田,佳兆业中央广场六期,两居,2室2厅2卫,整租·佳兆业中央广场六期 2室2厅 西,5300,80.00,西,链家/个人,https://sz.lianjia.com/zufang/SZ2092817595701919744.html
深圳,龙岗区,龙岗双龙,怡龙枫景园,两居,2室2厅1卫,整租·怡龙枫景园 2室2厅 东南,3100,73.91,东南,链家/个人,https://sz.lianjia.com/zufang/SZ2093927987748536320.html
深圳,龙岗区,龙岗宝荷,振业峦山谷,两居,2室2厅1卫,整租·振业峦山谷 2室2厅 南,3300,89.00,南,链家,https://sz.lianjia.com/zufang/SZ2093622090069442560.html
深圳,龙岗区,龙岗中心城,金地龙城中央三期,两居,2室2厅1卫,整租·金地龙城中央三期 2室2厅 东北,3600,65.42,东北,链家,https://sz.lianjia.com/zufang/SZ2092189463315742720.html
深圳,大鹏新区,大鹏半岛,承翰陶柏莉二期,三居,3室2厅2卫,整租·承翰陶柏莉二期 3室2厅 东南,3500,99.50,东南,链家/个人,https://sz.lianjia.com/zufang/SZ2099698850280243200.html
深圳,大鹏新区,大鹏半岛,KPR佳兆业广场,三居,3室2厅1卫,整租·KPR佳兆业广场 3室2厅 东北,2600,79.00,东北,链家/个人,https://sz.lianjia.com/zufang/SZ2104070847382683648.html
深圳,大鹏新区,大鹏半岛,承翰陶柏莉,三居,3室2厅2卫,整租·承翰陶柏莉 3室2厅 南,2600,89.00,南,链家/个人,https://sz.lianjia.com/zufang/SZ2095344705804959744.html
深圳,大鹏新区,大鹏半岛,亚迪村,三居,3室2厅2卫,整租·亚迪村 3室2厅 南/北,2400,156.00,南 北,链家/个人,https://sz.lianjia.com/zufang/SZ2013906241507557376.html
深圳,大鹏新区,大鹏半岛,金众云山栖,三居,3室1厅1卫,整租·金众云山栖 3室1厅 西北,2550,66.00,西北,链家,https://sz.lianjia.com/zufang/SZ2102592062472847360.html
深圳,大鹏新区,大鹏半岛,金众云山栖,三居,3室2厅1卫,整租·金众云山栖 3室2厅 南,2600,82.57,南,链家/个人,https://sz.lianjia.com/zufang/SZ2091737814088548352.html
深圳,大鹏新区,大鹏半岛,承翰陶柏莉,三居,3室2厅1卫,整租·承翰陶柏莉 3室2厅 西南,2900,88.35,西南,链家/个人,https://sz.lianjia.com/zufang/SZ2085659821146636288.html
深圳,大鹏新区,大鹏半岛,海语山林,三居,3室2厅2卫,整租·海语山林 3室2厅 东南,3000,87.00,东南,链家/个人,https://sz.lianjia.com/zufang/SZ1912363429381799936.html
深圳,大鹏新区,大鹏半岛,承翰半山海,三居,3室2厅2卫,整租·承翰半山海 3室2厅 跃层 南,2890,79.00,南,链家/个人,https://sz.lianjia.com/zufang/SZ2059548450701180928.html
深圳,大鹏新区,大鹏半岛,PURE33璞岸,三居,3室1厅2卫,整租·PURE33璞岸 3室1厅 复式 南,3200,81.55,南,链家/个人,https://sz.lianjia.com/zufang/SZ2013976720952000512.html
深圳,大鹏新区,大鹏半岛,承翰半山海,三居,3室2厅1卫,整租·承翰半山海 3室2厅 南,3300,86.00,南,链家/个人,https://sz.lianjia.com/zufang/SZ2075848188345974784.html
深圳,大鹏新区,大鹏半岛,KPR佳兆业广场,三居,3室2厅1卫,整租·KPR佳兆业广场 3室2厅 西南,3500,79.00,西南,链家/个人,https://sz.lianjia.com/zufang/SZ2097610613717991424.html
深圳,大鹏新区,大鹏半岛,承翰陶柏莉,三居,3室2厅2卫,整租·承翰陶柏莉 3室2厅 南/北,3300,89.00,南 北,链家/个人,https://sz.lianjia.com/zufang/SZ2087818580048478208.html
深圳,大鹏新区,大鹏半岛,金众云山栖,三居,3室2厅1卫,整租·金众云山栖 3室2厅 南,3200,87.14,南,链家/个人,https://sz.lianjia.com/zufang/SZ2097888208657317888.html
深圳,大鹏新区,大鹏半岛,承翰陶柏莉,三居,3室2厅1卫,整租·承翰陶柏莉 3室2厅 南,2500,72.00,南,链家/个人,https://sz.lianjia.com/zufang/SZ2075429072099344384.html
深圳,大鹏新区,大鹏半岛,卓越蔚蓝铂樾府（普通住宅）,三居,3室2厅1卫,整租·卓越蔚蓝铂樾府（普通住宅） 3室2厅 西南,3200,85.00,西南,链家/个人,https://sz.lianjia.com/zufang/SZ2102600042287202304.html
深圳,大鹏新区,大鹏半岛,卓越蔚蓝铂樾府（普通住宅）,三居,3室2厅2卫,整租·卓越蔚蓝铂樾府（普通住宅） 3室2厅 南,4000,95.88,南,链家,https://sz.lianjia.com/zufang/SZ2093166790325567488.html
深圳,大鹏新区,大鹏半岛,海语山林,三居,3室2厅2卫,整租·海语山林 3室2厅 东南,2400,86.00,东南,链家/个人,https://sz.lianjia.com/zufang/SZ2062213558678061056.html
深圳,大鹏新区,大鹏半岛,PURE33璞岸,三居,3室2厅2卫,整租·PURE33璞岸 3室2厅 东南,3000,82.00,东南,链家/个人,https://sz.lianjia.com/zufang/SZ2070728946684526592.html
深圳,大鹏新区,大鹏半岛,保利香槟苑,三居,3室2厅2卫,整租·保利香槟苑  3室2厅 东南,4000,97.00,东南,链家/个人,https://sz.lianjia.com/zufang/SZ2098623454864474112.html
深圳,大鹏新区,大鹏半岛,亚迪村,三居,3室2厅2卫,整租·亚迪村 3室2厅 南,3100,128.00,南,链家/个人,https://sz.lianjia.com/zufang/SZ2010224566630088704.html
深圳,大鹏新区,大鹏半岛,青谷CYAN VALLEY,三居,3室2厅2卫,整租·青谷CYAN VALLEY 3室2厅 东南,8000,125.00,东南,链家/个人,https://sz.lianjia.com/zufang/SZ2066488633124192256.html
深圳,大鹏新区,大鹏半岛,花样年家天下,三居,3室2厅2卫,整租·花样年家天下 3室2厅 南,3000,93.00,南,链家/个人,https://sz.lianjia.com/zufang/SZ2079793596793356288.html
深圳,大鹏新区,大鹏半岛,顺和雅苑,三居,3室2厅1卫,整租·顺和雅苑 3室2厅 东南,3500,74.14,东南,链家/个人,https://sz.lianjia.com/zufang/SZ2093264581714509824.html
深圳,大鹏新区,大鹏半岛,承翰陶柏莉,三居,3室2厅2卫,整租·承翰陶柏莉 3室2厅 东南,3000,88.00,东南,链家/个人,https://sz.lianjia.com/zufang/SZ2091358775473602560.html
深圳,大鹏新区,大鹏半岛,顺和雅苑,三居,3室2厅1卫,整租·顺和雅苑 3室2厅 东南,3500,89.45,东南,链家/个人,https://sz.lianjia.com/zufang/SZ2093266994030706688.html
深圳,大鹏新区,大鹏半岛,金众云山栖,三居,3室2厅1卫,整租·金众云山栖 3室2厅 南,3800,83.00,南,链家/个人,https://sz.lianjia.com/zufang/SZ1739307278198112256.html
深圳,大鹏新区,大鹏半岛,海语山林,三居,3室2厅2卫,整租·海语山林 3室2厅 南,3500,88.45,南,链家/个人,https://sz.lianjia.com/zufang/SZ1762410936989122560.html
深圳,大鹏新区,大鹏半岛,金众云山栖,三居,3室2厅1卫,整租·金众云山栖 3室2厅 南,3000,82.58,南,链家/个人,https://sz.lianjia.com/zufang/SZ1882026859068129280.html
深圳,大鹏新区,大鹏半岛,海语山林,三居,3室2厅2卫,整租·海语山林 3室2厅 南,2800,86.00,南,链家/个人,https://sz.lianjia.com/zufang/SZ1856170145311883264.html
深圳,福田区,石厦,宏轩大厦,两居,2室2厅1卫,整租·宏轩大厦 2室2厅 西北,6000,61.00,西北,贝壳优选,https://sz.lianjia.com/zufang/SZ1824406206408556544.html
深圳,福田区,车公庙,泰康轩,两居,2室2厅1卫,整租·泰康轩 2室2厅 南,4900,61.85,南,贝壳优选,https://sz.lianjia.com/zufang/SZ2090845190792151040.html
深圳,福田区,皇岗,高发城驰苑,两居,2室1厅1卫,整租·高发城驰苑 2室1厅 南,6500,58.88,南,贝壳优选,https://sz.lianjia.com/zufang/SZ1882020968428208128.html
深圳,福田区,皇岗,皇御苑一期,两居,2室2厅1卫,整租·皇御苑一期 2室2厅 东北,6200,70.00,东北,链家/个人,https://sz.lianjia.com/zufang/SZ2096198846521540608.html
深圳,福田区,八卦岭,合正瑞园,两居,2室2厅1卫,整租·合正瑞园 2室2厅 东南,7500,83.25,东南,链家/个人,https://sz.lianjia.com/zufang/SZ2095538539151228928.html
深圳,福田区,福田中心,岗厦城,两居,2室1厅1卫,整租·岗厦城 2室1厅 东,8200,64.95,东,贝壳优选,https://sz.lianjia.com/zufang/SZ2061755578375471104.html
深圳,福田区,福田中心,恒运豪庭,两居,2室2厅1卫,整租·恒运豪庭 2室2厅 南,8800,76.00,南,链家/个人,https://sz.lianjia.com/zufang/SZ2096236169661513728.html
深圳,福田区,香蜜湖,财富广场,两居,2室1厅1卫,整租·财富广场 2室1厅 南,8250,80.00,南,链家,https://sz.lianjia.com/zufang/SZ2096872072687910912.html
深圳,福田区,香蜜湖,财富广场,两居,2室1厅1卫,整租·财富广场 2室1厅 南,8250,79.00,南,链家,https://sz.lianjia.com/zufang/SZ2096871577529352192.html
深圳,福田区,新洲,嘉葆润金座,两居,2室1厅1卫,整租·嘉葆润金座 2室1厅 南,7200,47.97,南,链家/个人,https://sz.lianjia.com/zufang/SZ2096531585019936768.html
深圳,福田区,皇岗,益田豪园居,两居,2室2厅1卫,整租·益田豪园居 2室2厅 南,7000,74.00,南,链家/个人,https://sz.lianjia.com/zufang/SZ2097900547599237120.html
深圳,福田区,香蜜湖,香榭里花园,两居,2室1厅2卫,整租·香榭里花园 2室1厅 南,16000,119.00,南,链家,https://sz.lianjia.com/zufang/SZ2097318465378451456.html
深圳,福田区,皇岗,廊桥国际,两居,2室2厅1卫,整租·廊桥国际 2室2厅 南,8500,89.00,南,链家,https://sz.lianjia.com/zufang/SZ2097595864544444416.html
深圳,福田区,福田中心,彩福大厦,两居,2室2厅1卫,整租·彩福大厦 2室2厅 东南,7000,76.00,东南,链家/个人,https://sz.lianjia.com/zufang/SZ2096310883096461312.html
深圳,盐田区,沙头角,合景同创广场,三居,3室2厅2卫,整租·合景同创广场 3室2厅 东南,5300,108.00,东南,贝壳优选,https://sz.lianjia.com/zufang/SZ1975849265070604288.html
深圳,盐田区,沙头角,合景同创广场,三居,3室2厅2卫,整租·合景同创广场 3室2厅 东南,5600,108.00,东南,贝壳优选,https://sz.lianjia.com/zufang/SZ2103881464188764160.html
深圳,盐田区,沙头角,倚山花园三期,三居,3室1厅1卫,整租·倚山花园三期 3室1厅 北/东北,4700,88.03,北 东北,贝壳优选,https://sz.lianjia.com/zufang/SZ2103402338776514560.html
深圳,盐田区,梅沙,泊岸雅苑,三居,3室2厅2卫,整租·泊岸雅苑 3室2厅 东,5500,130.00,东,链家/个人,https://sz.lianjia.com/zufang/SZ2103785186025013248.html
深圳,盐田区,盐田港,一期御景佳园,三居,3室2厅2卫,整租·一期御景佳园 3室2厅 南,4600,89.00,南,链家,https://sz.lianjia.com/zufang/SZ2104080310776889344.html
深圳,盐田区,沙头角,鹏湾花园一村,三居,3室2厅1卫,整租·鹏湾花园一村 3室2厅 东南,3200,81.00,东南,贝壳优选,https://sz.lianjia.com/zufang/SZ1939993834423320576.html
深圳,盐田区,沙头角,合景同创广场,三居,3室2厅2卫,整租·合景同创广场 3室2厅 南,5500,95.00,南,链家/个人,https://sz.lianjia.com/zufang/SZ2089900819276103680.html
深圳,盐田区,沙头角,合景同创广场,三居,3室2厅2卫,整租·合景同创广场 3室2厅 南,5500,96.30,南,链家/个人,https://sz.lianjia.com/zufang/SZ2101230691994828800.html
深圳,盐田区,盐田港,中通永安大厦,三居,3室2厅2卫,整租·中通永安大厦 3室2厅 西南,3458,52.00,西南,链家/个人,https://sz.lianjia.com/zufang/SZ2101326638842118144.html
深圳,盐田区,盐田港,中通永安大厦,三居,3室1厅2卫,整租·中通永安大厦 3室1厅 南,3600,51.00,南,链家/个人,https://sz.lianjia.com/zufang/SZ2101314029942210560.html
深圳,盐田区,盐田港,中通永安大厦,三居,3室2厅2卫,整租·中通永安大厦 3室2厅 东南,3500,52.00,东南,链家/个人,https://sz.lianjia.com/zufang/SZ2102966917303107584.html
深圳,盐田区,沙头角,倚山花园三期,三居,3室1厅1卫,整租·倚山花园三期 3室1厅 东南,5300,81.18,东南,贝壳优选,https://sz.lianjia.com/zufang/SZ1907702236377513984.html
深圳,盐田区,沙头角,合景同创广场,三居,3室2厅2卫,整租·合景同创广场 3室2厅 南,5500,95.00,南,链家/个人,https://sz.lianjia.com/zufang/SZ2104410104135680000.html
深圳,盐田区,沙头角,桐林半山花园,三居,3室2厅2卫,整租·桐林半山花园 3室2厅 东,5000,106.26,东,贝壳优选,https://sz.lianjia.com/zufang/SZ1945504091895496704.html
深圳,盐田区,沙头角,倚山花园三期,三居,3室2厅1卫,整租·倚山花园三期 3室2厅 东南,5200,89.00,东南,链家/个人,https://sz.lianjia.com/zufang/SZ2105883913464315904.html
深圳,盐田区,沙头角,倚山花园三期,三居,3室2厅1卫,整租·倚山花园三期 3室2厅 南/西南,5700,89.50,南 西南,贝壳优选,https://sz.lianjia.com/zufang/SZ2106957415785168896.html
深圳,盐田区,盐田港,一期御景佳园,三居,3室2厅2卫,整租·一期御景佳园 3室2厅 南,5000,89.00,南,链家/个人,https://sz.lianjia.com/zufang/SZ2106603851317510144.html
深圳,盐田区,盐田港,中通永安大厦,三居,3室2厅2卫,整租·中通永安大厦 3室2厅 西南,3450,52.00,西南,贝壳优选,https://sz.lianjia.com/zufang/SZ2101161272128045056.html
深圳,盐田区,沙头角,鹏湾花园一村,三居,3室2厅1卫,整租·鹏湾花园一村 3室2厅 东北,3800,84.67,东北,贝壳优选,https://sz.lianjia.com/zufang/SZ1992229330234638336.html
深圳,盐田区,盐田港,山海四季城,三居,3室2厅1卫,整租·山海四季城 3室2厅 南,5200,76.46,南,贝壳优选,https://sz.lianjia.com/zufang/SZ2102809679334735872.html
深圳,盐田区,沙头角,合景同创广场,三居,3室2厅2卫,整租·合景同创广场 3室2厅 东南/南,5800,98.00,东南 南,链家/个人,https://sz.lianjia.com/zufang/SZ2106699461408325632.html
深圳,盐田区,梅沙,万科东海岸一期,三居,3室2厅1卫,整租·万科东海岸一期 3室2厅 西南,3800,114.88,西南,链家/个人,https://sz.lianjia.com/zufang/SZ2097686077664919552.html
深圳,盐田区,盐田港,鹏广达·四季公馆,三居,3室2厅2卫,整租·鹏广达·四季公馆 3室2厅 东南,4500,77.93,东南,链家,https://sz.lianjia.com/zufang/SZ2098753248759382016.html
深圳,大鹏新区,大鹏半岛,PURE33璞岸,三居,3室2厅2卫,整租·PURE33璞岸 3室2厅 跃层 北,3600,89.00,北,链家,https://sz.lianjia.com/zufang/SZ2059256821528395776.html
深圳,大鹏新区,大鹏半岛,金众云山栖,三居,3室2厅2卫,整租·金众云山栖 3室2厅 南,2500,83.04,南,链家/个人,https://sz.lianjia.com/zufang/SZ1985322160192749568.html
深圳,大鹏新区,大鹏半岛,承翰半山海,三居,3室2厅2卫,整租·承翰半山海 3室2厅 跃层 南,4500,89.00,南,链家/个人,https://sz.lianjia.com/zufang/SZ1974333214373707776.html
深圳,大鹏新区,大鹏半岛,承翰半山海,三居,3室2厅3卫,整租·承翰半山海 3室2厅 跃层 东南,2500,77.69,东南,链家,https://sz.lianjia.com/zufang/SZ2043905333637677056.html
深圳,大鹏新区,大鹏半岛,招商东岸,三居,3室2厅2卫,整租·招商东岸 3室2厅 南,3500,95.00,南,链家/个人,https://sz.lianjia.com/zufang/SZ2047669420930629632.html
深圳,大鹏新区,大鹏半岛,承翰陶柏莉,三居,3室2厅2卫,整租·承翰陶柏莉 3室2厅 东南,3300,88.45,东南,链家/个人,https://sz.lianjia.com/zufang/SZ2048328993433714688.html
深圳,大鹏新区,大鹏半岛,KPR佳兆业广场,三居,3室2厅2卫,整租·KPR佳兆业广场 3室2厅 复式 南,2800,122.00,南,链家/个人,https://sz.lianjia.com/zufang/SZ2050877796955193344.html
深圳,大鹏新区,大鹏半岛,金众云山栖,三居,3室2厅1卫,整租·金众云山栖 3室2厅 西北,2300,65.00,西北,链家/个人,https://sz.lianjia.com/zufang/SZ2050061931946967040.html
深圳,大鹏新区,大鹏半岛,花样年家天下,三居,3室2厅2卫,整租·花样年家天下 3室2厅 南,3000,93.00,南,链家/个人,https://sz.lianjia.com/zufang/SZ2079793596793356288.html
深圳,大鹏新区,大鹏半岛,顺和雅苑,三居,3室2厅1卫,整租·顺和雅苑 3室2厅 东南,3500,74.14,东南,链家/个人,https://sz.lianjia.com/zufang/SZ2093264581714509824.html
深圳,大鹏新区,大鹏半岛,承翰陶柏莉,三居,3室2厅2卫,整租·承翰陶柏莉 3室2厅 东南,3000,88.00,东南,链家/个人,https://sz.lianjia.com/zufang/SZ2091358775473602560.html
深圳,大鹏新区,大鹏半岛,顺和雅苑,三居,3室2厅1卫,整租·顺和雅苑 3室2厅 东南,3500,89.45,东南,链家/个人,https://sz.lianjia.com/zufang/SZ2093266994030706688.html
深圳,大鹏新区,大鹏半岛,保利香槟苑,三居,3室2厅2卫,整租·保利香槟苑  3室2厅 东南,4000,97.00,东南,链家/个人,https://sz.lianjia.com/zufang/SZ2098623454864474112.html
深圳,大鹏新区,大鹏半岛,千禧大厦,三居,3室1厅1卫,整租·千禧大厦 3室1厅 东北,2800,89.00,东北,链家/个人,https://sz.lianjia.com/zufang/SZ2107331208068202496.html
深圳,大鹏新区,大鹏半岛,PURE33璞岸,三居,3室2厅2卫,整租·PURE33璞岸 3室2厅 南,3300,83.26,南,链家/个人,https://sz.lianjia.com/zufang/SZ2084191585095909376.html
