城市,区域,板块,小区,户型,户型详情,标题,租金,面积,朝向,品牌,链接
杭州,拱墅区,申花,雍荣华庭,两居,2室2厅1卫,整租·雍荣华庭 2室2厅 南,4000,72.88,南,链家/个人,https://hz.lianjia.com/zufang/HZ2058056813609222144.html
杭州,拱墅区,和平,现代名苑,两居,2室1厅1卫,整租·现代名苑 2室1厅 南,4600,104.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2063552357928534016.html
杭州,拱墅区,万达广场,运河印,两居,2室1厅1卫,整租·运河印 2室1厅 西南,3400,62.00,西南,链家,https://hz.lianjia.com/zufang/HZ2086051163630731264.html
杭州,拱墅区,潮鸣,云龙十一景,两居,2室1厅1卫,整租·云龙十一景 2室1厅 南,5500,103.84,南,链家,https://hz.lianjia.com/zufang/HZ2059110899452477440.html
杭州,拱墅区,三塘,新天地购物中心,两居,2室1厅1卫,整租·新天地购物中心 2室1厅 南,3500,62.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2069006176036585472.html
杭州,拱墅区,朝晖,东新关,两居,2室1厅0卫,整租·东新关 2室1厅 南,3388,63.70,南,链家/个人,https://hz.lianjia.com/zufang/HZ2087826634831822848.html
杭州,拱墅区,桥西,宜家时代,两居,2室2厅1卫,整租·宜家时代 2室2厅 南,3300,97.97,南,链家/个人,https://hz.lianjia.com/zufang/HZ2059864617475112960.html
杭州,余杭区,未来科技城,西溪八方城,一居,1室1厅1卫,整租·西溪八方城 1室1厅 东南,2480,52.18,东南,贝壳优选,https://hz.lianjia.com/zufang/HZ1920454730589405184.html
杭州,余杭区,未来科技城,杭州富力中心,一居,1室1厅1卫,整租·杭州富力中心 1室1厅 复式 西,2550,63.00,西,链家/个人,https://hz.lianjia.com/zufang/HZ2092188319877169152.html
杭州,余杭区,未来科技城,杭州富力中心,一居,1室1厅1卫,整租·杭州富力中心 1室1厅 北,2000,61.00,北,贝壳优选,https://hz.lianjia.com/zufang/HZ1922237046810738688.html
杭州,余杭区,未来科技城,西溪八方城,一居,1室1厅1卫,整租·西溪八方城 1室1厅 北,2430,52.98,北,贝壳优选,https://hz.lianjia.com/zufang/HZ1915049867609112576.html
杭州,余杭区,未来科技城,西溪八方城,一居,1室1厅1卫,整租·西溪八方城 1室1厅 南,1730,37.00,南,贝壳优选,https://hz.lianjia.com/zufang/HZ1947996759930175488.html
杭州,余杭区,良渚,良渚文化村春漫里,一居,1室1厅1卫,整租·良渚文化村春漫里 1室1厅 北,2500,58.00,北,链家/个人,https://hz.lianjia.com/zufang/HZ2091805337517555712.html
杭州,余杭区,未来科技城,西溪八方城,一居,1室1厅1卫,整租·西溪八方城 1室1厅 东,2630,53.00,东,贝壳优选,https://hz.lianjia.com/zufang/HZ1850109128442118144.html
杭州,余杭区,未来科技城,万科天空之城,一居,1室1厅1卫,整租·万科天空之城 1室1厅 南,3700,61.00,南,,https://hz.lianjia.com/zufang/HZ2028431312137748480.html
杭州,余杭区,未来科技城,杉杉恒和依山郡,一居,1室1厅1卫,整租·杉杉恒和依山郡 1室1厅 南,1100,57.35,南,链家/个人,https://hz.lianjia.com/zufang/HZ2084940696568987648.html
杭州,余杭区,万达广场,地铁万科杭行道,一居,1室1厅1卫,整租·地铁万科杭行道 1室1厅 南,2700,45.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2092191509234319360.html
杭州,余杭区,未来科技城,城西宝龙广场,一居,1室1厅1卫,整租·城西宝龙广场 1室1厅 南,2200,48.00,南,链家,https://hz.lianjia.com/zufang/HZ2076905320294121472.html
杭州,余杭区,中泰,南湖大厦,一居,1室1厅1卫,整租·南湖大厦 1室1厅 北,1000,44.50,北,链家/个人,https://hz.lianjia.com/zufang/HZ2092830950995001344.html
杭州,余杭区,老余杭,嘉合未来金座,一居,1室0厅1卫,整租·嘉合未来金座 1室0厅 南,1600,32.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2093729665163198464.html
杭州,余杭区,西溪,荆泽豪园,一居,1室1厅1卫,整租·荆泽豪园 1室1厅 南,2500,40.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2093684494807597056.html
杭州,余杭区,良渚,良渚文化村春漫里,一居,1室1厅1卫,整租·良渚文化村春漫里 1室1厅 北,3000,68.00,北,链家/个人,https://hz.lianjia.com/zufang/HZ2075914001866293248.html
杭州,余杭区,良渚,书韵名邸,一居,1室1厅1卫,整租·书韵名邸 1室1厅 西南,1800,56.00,西南,链家/个人,https://hz.lianjia.com/zufang/HZ2078025552567992320.html
杭州,余杭区,万达广场,南北盛德国际,一居,1室1厅1卫,整租·南北盛德国际 1室1厅 南,2300,37.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2092967712312524800.html
杭州,临平区,临平新城,贝利珑昕泽第,两居,2室2厅1卫,整租·贝利珑昕泽第 2室2厅 南,2400,84.64,南,贝壳优选,https://hz.lianjia.com/zufang/HZ2098990016356155392.html
杭州,临平区,临平新城,桂花星城,两居,2室1厅1卫,整租·桂花星城 2室1厅 南,2300,75.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2098049518695088128.html
杭州,临平区,星桥,宾果公寓,两居,2室2厅1卫,整租·宾果公寓 2室2厅 南,2400,88.25,南,贝壳优选,https://hz.lianjia.com/zufang/HZ2106033701673500672.html
杭州,临平区,星桥,太平永顺苑,两居,2室1厅1卫,整租·太平永顺苑 2室1厅 东南,2200,80.40,东南,,https://hz.lianjia.com/zufang/HZ2043645398735650816.html
杭州,临平区,星桥,星桥桂花城,两居,2室1厅1卫,整租·星桥桂花城 2室1厅 南,2000,84.85,南,贝壳优选,https://hz.lianjia.com/zufang/HZ1844638847338545152.html
杭州,临平区,星桥,广厦天都城天河苑,两居,2室2厅1卫,整租·广厦天都城天河苑 2室2厅 西,2400,91.00,西,链家/个人,https://hz.lianjia.com/zufang/HZ2097964938348724224.html
杭州,临平区,乔司,东田怡丰城,两居,2室2厅2卫,整租·东田怡丰城 2室2厅 南,1800,38.89,南,,https://hz.lianjia.com/zufang/HZ2105172245579038720.html
杭州,临平区,临平新城,华元欢乐城,两居,2室1厅1卫,整租·华元欢乐城 2室1厅 东,1700,34.52,东,贝壳优选,https://hz.lianjia.com/zufang/HZ2105930999006232576.html
杭州,临平区,临平新城,中骏鼎湖未来云城,两居,2室1厅1卫,整租·中骏鼎湖未来云城 2室1厅 南,3800,82.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2096870082142535680.html
杭州,临平区,东湖,汀洲花苑北,两居,2室2厅1卫,整租·汀洲花苑北 2室2厅 南,2000,80.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2097575368947924992.html
杭州,临平区,东湖,月欣花苑,两居,2室1厅1卫,整租·月欣花苑 2室1厅 南,2200,80.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2089198977487470592.html
杭州,临平区,星桥,惠都家园,两居,2室2厅1卫,整租·惠都家园 2室2厅 南,2600,84.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2098664269418594304.html
杭州,临平区,临平新城,新康家园,两居,2室2厅1卫,整租·新康家园 2室2厅 南,2500,92.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2089632920586158080.html
杭州,临平区,东湖,万陈花苑,两居,2室2厅1卫,整租·万陈花苑 2室2厅 南,1800,80.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2098985174766190592.html
杭州,临平区,星桥,美好桂花金座,两居,2室2厅1卫,整租·美好桂花金座 2室2厅 南,2800,89.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2099035276557942784.html
杭州,临平区,东湖,环桥花苑,两居,2室2厅1卫,整租·环桥花苑 2室2厅 南,2100,80.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2099377550559019008.html
杭州,临平区,乔司,翁梅新苑三区,两居,2室1厅1卫,整租·翁梅新苑三区 2室1厅 南,2850,85.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2099692820251017216.html
杭州,桐庐县,桐庐,国贸路,两居,2室1厅1卫,整租·国贸路 2室1厅 东南,1800,80.00,东南,链家/个人,https://hz.lianjia.com/zufang/HZ2093285108403404800.html
杭州,桐庐县,桐庐,春江景苑龙腾园,两居,2室2厅1卫,整租·春江景苑龙腾园 2室2厅 南,2000,98.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2051907115475271680.html
杭州,桐庐县,桐庐,广业影城嘉园,两居,2室2厅1卫,整租·广业影城嘉园 2室2厅 南,2000,77.86,南,链家/个人,https://hz.lianjia.com/zufang/HZ2101229413847793664.html
杭州,桐庐县,桐庐,力雅广场,两居,2室1厅1卫,整租·力雅广场 2室1厅 南,1200,46.50,南,链家/个人,https://hz.lianjia.com/zufang/HZ2100056594870960128.html
杭州,桐庐县,桐庐,广丰家园,两居,2室2厅1卫,整租·广丰家园 2室2厅 南,2500,68.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2104768534000173056.html
杭州,桐庐县,桐庐,美丽春天府,两居,2室1厅1卫,整租·美丽春天府 2室1厅 南,2000,81.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2068646730676568064.html
杭州,桐庐县,桐庐,学田路90号,两居,2室2厅1卫,整租·学田路90号 2室2厅 南,1300,88.24,南,链家/个人,https://hz.lianjia.com/zufang/HZ2101558371504095232.html
杭州,桐庐县,桐庐,下轮公寓,两居,2室1厅1卫,整租·下轮公寓 2室1厅 东南,1650,65.00,东南,链家/个人,https://hz.lianjia.com/zufang/HZ2020532934175358976.html
杭州,桐庐县,桐庐,东兴家园,两居,2室1厅1卫,整租·东兴家园 2室1厅 南,2000,60.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2100807590190514176.html
杭州,桐庐县,桐庐,春江景苑龙腾园,两居,2室2厅1卫,整租·春江景苑龙腾园 2室2厅 南,2000,94.62,南,链家/个人,https://hz.lianjia.com/zufang/HZ2096805767150567424.html
杭州,桐庐县,桐庐,春江景苑龙腾园,两居,2室1厅1卫,整租·春江景苑龙腾园 2室1厅 南,2200,94.62,南,链家/个人,https://hz.lianjia.com/zufang/HZ2055642624156499968.html
杭州,桐庐县,桐庐,春江景苑龙腾园,两居,2室2厅1卫,整租·春江景苑龙腾园 2室2厅 南,2300,91.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2088103958626172928.html
杭州,桐庐县,桐庐,绿城桂花园,两居,2室2厅2卫,整租·绿城桂花园 2室2厅 南,3000,137.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2042444753412292608.html
杭州,桐庐县,桐庐,春江路,两居,2室2厅1卫,整租·春江路 2室2厅 南,2300,75.50,南,链家/个人,https://hz.lianjia.com/zufang/HZ1933098123983323136.html
杭州,桐庐县,桐庐,春江景苑龙腾园,两居,2室1厅1卫,整租·春江景苑龙腾园 2室1厅 南,1700,61.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2090649205012955136.html
杭州,桐庐县,桐庐,下轮公寓,两居,2室2厅1卫,整租·下轮公寓 2室2厅 南,1800,68.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2092269957898305536.html
杭州,桐庐县,桐庐,世纪花城,两居,2室1厅1卫,整租·世纪花城 2室1厅 南,1900,93.07,南,链家/个人,https://hz.lianjia.com/zufang/HZ2089269845173469184.html
杭州,桐庐县,桐庐,春江景苑龙腾园,两居,2室1厅1卫,整租·春江景苑龙腾园 2室1厅 南,1600,62.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2102021072969793536.html
杭州,桐庐县,桐庐,迎春公寓,两居,2室2厅1卫,整租·迎春公寓 2室2厅 南,2300,97.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2103404428659785728.html
杭州,桐庐县,桐庐,春江景苑龙腾园,两居,2室2厅1卫,整租·春江景苑龙腾园 2室2厅 南,2600,95.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2087820037833359360.html
杭州,桐庐县,桐庐,迎春路24号,两居,2室2厅1卫,整租·迎春路24号 2室2厅 东南,800,55.66,东南,链家/个人,https://hz.lianjia.com/zufang/HZ2097907738230128640.html
杭州,桐庐县,桐庐,东方景苑,两居,2室1厅1卫,整租·东方景苑 2室1厅 南,2300,68.80,南,链家/个人,https://hz.lianjia.com/zufang/HZ2100078908039757824.html
杭州,桐庐县,桐庐,凯旋商厦,两居,2室1厅1卫,整租·凯旋商厦 2室1厅 南,1800,38.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2099873056905232384.html
杭州,桐庐县,桐庐,开元街,两居,2室1厅1卫,整租·开元街 2室1厅 东南/南,1000,60.00,东南 南,链家/个人,https://hz.lianjia.com/zufang/HZ2019617692738125824.html
杭州,桐庐县,桐庐,春江花园,两居,2室1厅1卫,整租·春江花园 2室1厅 南,1600,76.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2071534946400337920.html
杭州,桐庐县,桐庐,春江路932号,两居,2室2厅1卫,整租·春江路932号 2室2厅 南,1600,79.02,南,链家/个人,https://hz.lianjia.com/zufang/HZ2039285601341014016.html
杭州,桐庐县,桐庐,富春路553号,两居,2室1厅3卫,整租·富春路553号 2室1厅 东南,1200,60.00,东南,链家/个人,https://hz.lianjia.com/zufang/HZ2074773186959900672.html
杭州,桐庐县,桐庐,龙潭小区,两居,2室2厅1卫,整租·龙潭小区 2室2厅 南,1700,70.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2079795722311434240.html
杭州,桐庐县,桐庐,开元街,两居,2室1厅1卫,整租·开元街 2室1厅 南,1498,65.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2056599698034130944.html
杭州,桐庐县,桐庐,龙潭小区,两居,2室1厅1卫,整租·龙潭小区 2室1厅 东南,1600,87.00,东南,链家/个人,https://hz.lianjia.com/zufang/HZ2067094824997093376.html
杭州,富阳区,富春,万科大家九都会,一居,1室1厅1卫,整租·万科大家九都会 1室1厅 东,1300,34.88,东,贝壳优选,https://hz.lianjia.com/zufang/HZ2020727005770678272.html
杭州,富阳区,富春,万科大家九都会,一居,1室1厅1卫,整租·万科大家九都会 1室1厅 南,1100,45.60,南,链家/个人,https://hz.lianjia.com/zufang/HZ2089291015365066752.html
杭州,富阳区,富春,富春新天地,一居,1室1厅1卫,整租·富春新天地 1室1厅 南,1400,39.38,南,贝壳优选,https://hz.lianjia.com/zufang/HZ2105641063321436160.html
杭州,富阳区,银湖科技城,浙大网新银湖科技园,一居,1室1厅1卫,整租·浙大网新银湖科技园 1室1厅 东,1200,42.00,东,贝壳优选,https://hz.lianjia.com/zufang/HZ1907656855434297344.html
杭州,富阳区,银湖科技城,天创园,一居,1室1厅1卫,整租·天创园 1室1厅 北,1400,46.63,北,贝壳优选,https://hz.lianjia.com/zufang/HZ2096821847575232512.html
杭州,富阳区,富春,德邻公寓,一居,1室1厅1卫,整租·德邻公寓 1室1厅 南,1200,54.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2044325741713162240.html
杭州,富阳区,银湖科技城,富春硅谷,一居,1室2厅1卫,整租·富春硅谷 1室2厅 西北,1500,36.39,西北,贝壳优选,https://hz.lianjia.com/zufang/HZ2098393816598839296.html
杭州,富阳区,银湖科技城,富春硅谷,一居,1室1厅1卫,整租·富春硅谷 1室1厅 南,1700,48.79,南,贝壳优选,https://hz.lianjia.com/zufang/HZ2093585843598917632.html
杭州,富阳区,富春,乐汇城,一居,1室1厅1卫,整租·乐汇城 1室1厅 南,1000,50.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2082047095593762816.html
杭州,富阳区,富春,金汇之城,一居,1室1厅1卫,整租·金汇之城 1室1厅 复式 东,1500,35.00,东,链家/个人,https://hz.lianjia.com/zufang/HZ2097271325482549248.html
杭州,富阳区,银湖科技城,金宇彩虹嘉都,一居,1室1厅1卫,整租·金宇彩虹嘉都 1室1厅 东南/南,1350,38.00,东南 南,链家/个人,https://hz.lianjia.com/zufang/HZ2099030167455268864.html
杭州,富阳区,富春,金汇之城,一居,1室1厅1卫,整租·金汇之城 1室1厅 南,1700,40.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2098991012578852864.html
杭州,富阳区,鹿山新城,江畔铭座,一居,1室1厅1卫,整租·江畔铭座 1室1厅 南,1570,40.40,南,链家/个人,https://hz.lianjia.com/zufang/HZ2044314969373147136.html
杭州,富阳区,富春,望钰和府北区,一居,1室1厅1卫,整租·望钰和府北区 1室1厅 南/北,1600,70.00,南 北,链家/个人,https://hz.lianjia.com/zufang/HZ2089936220296577024.html
杭州,富阳区,银湖科技城,天创园,一居,1室1厅1卫,整租·天创园 1室1厅 东南,2000,58.80,东南,链家/个人,https://hz.lianjia.com/zufang/HZ2041778872361418752.html
杭州,富阳区,富春,东吴商城,一居,1室1厅1卫,整租·东吴商城 1室1厅 南,1300,72.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2034859654118375424.html
杭州,富阳区,银湖科技城,天创园,一居,1室1厅1卫,整租·天创园 1室1厅 北,1500,44.40,北,链家/个人,https://hz.lianjia.com/zufang/HZ2089654295975690240.html
杭州,西湖区,转塘,钱江之江新天地,一居,1室1厅1卫,整租·钱江之江新天地 1室1厅 南,1800,42.30,南,贝壳优选,https://hz.lianjia.com/zufang/HZ1940269654844899328.html
杭州,西湖区,申花,天虹公寓,一居,1室1厅1卫,整租·天虹公寓 1室1厅 南,2850,54.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2083031104599621632.html
杭州,西湖区,转塘,星云,一居,1室1厅1卫,整租·星云 1室1厅 东,2200,39.00,东,贝壳优选,https://hz.lianjia.com/zufang/HZ2021902728539668480.html
杭州,西湖区,文教,西湖大厦,一居,1室1厅1卫,整租·西湖大厦 1室1厅 西,2000,27.00,西,贝壳优选,https://hz.lianjia.com/zufang/HZ2021469595843428352.html
杭州,西湖区,三墩,绿城西溪深蓝,一居,1室0厅1卫,整租·绿城西溪深蓝 1室0厅 西北,1700,40.00,西北,,https://hz.lianjia.com/zufang/HZ2028794637434486784.html
杭州,西湖区,西溪,云起中心,一居,1室1厅1卫,整租·云起中心 1室1厅 北,2500,36.00,北,链家/个人,https://hz.lianjia.com/zufang/HZ2084640324050747392.html
杭州,西湖区,翠苑,翠苑一区,一居,1室1厅1卫,整租·翠苑一区 1室1厅 北,3000,69.34,北,贝壳优选,https://hz.lianjia.com/zufang/HZ1877601297549492224.html
杭州,西湖区,申花,龙湖紫金上城,一居,1室1厅1卫,整租·龙湖紫金上城 1室1厅 西北,1800,32.00,西北,贝壳优选,https://hz.lianjia.com/zufang/HZ1912445679259615232.html
杭州,西湖区,转塘,钱江之江新天地,一居,1室1厅1卫,整租·钱江之江新天地 1室1厅 东,2000,42.00,东,链家/个人,https://hz.lianjia.com/zufang/HZ2084207481159942144.html
杭州,西湖区,之江,和昌云潮,一居,1室1厅1卫,整租·和昌云潮 1室1厅 南,1700,38.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2065734195304464384.html
杭州,西湖区,西溪,坤和和家园,一居,1室1厅1卫,整租·坤和和家园 1室1厅 南/北,3300,65.00,南 北,链家/个人,https://hz.lianjia.com/zufang/HZ2085950139066744832.html
杭州,西湖区,申花,爱尚里,一居,1室0厅1卫,整租·爱尚里 1室0厅 北,1700,40.00,北,链家/个人,https://hz.lianjia.com/zufang/HZ2087461320692596736.html
杭州,西湖区,九莲,世贸丽晶城,一居,1室1厅1卫,整租·世贸丽晶城 1室1厅 南,3000,31.69,南,链家/个人,https://hz.lianjia.com/zufang/HZ2087495523257810944.html
杭州,西湖区,之江,蓝城陶然里,一居,1室1厅1卫,整租·蓝城陶然里 1室1厅 南,2350,58.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2088562693073010688.html
杭州,西湖区,西溪,紫金西苑,一居,1室1厅1卫,整租·紫金西苑 1室1厅 南,1700,50.00,南,链家,https://hz.lianjia.com/zufang/HZ2089934508647251968.html
杭州,西湖区,转塘,世京云峯,一居,1室1厅1卫,整租·世京云峯 1室1厅 南,2000,39.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2090322244931682304.html
杭州,西湖区,转塘,世京云峯,一居,1室1厅1卫,整租·世京云峯 1室1厅 北,2150,54.00,北,链家/个人,https://hz.lianjia.com/zufang/HZ2090373176805556224.html
杭州,富阳区,银湖科技城,华庭云顶,两居,2室1厅1卫,整租·华庭云顶 2室1厅 西北,1980,94.57,西北,贝壳优选,https://hz.lianjia.com/zufang/HZ2105154297233670144.html
杭州,富阳区,富春,春晖社区西堤路,两居,2室2厅1卫,整租·春晖社区西堤路 2室2厅 南/北,1000,92.40,南 北,链家/个人,https://hz.lianjia.com/zufang/HZ2007720665037144064.html
杭州,富阳区,富春,容大五环城市花园,两居,2室2厅2卫,整租·容大五环城市花园 2室2厅 南,1800,104.88,南,贝壳优选,https://hz.lianjia.com/zufang/HZ2100208497554620416.html
杭州,富阳区,银湖科技城,浙大网新银湖科技园,两居,2室2厅2卫,整租·浙大网新银湖科技园 2室2厅 西南,1300,30.00,西南,贝壳优选,https://hz.lianjia.com/zufang/HZ1857034704734126080.html
杭州,富阳区,银湖科技城,天创园,两居,2室1厅1卫,整租·天创园 2室1厅 南,2400,61.79,南,贝壳优选,https://hz.lianjia.com/zufang/HZ1795006747467841536.html
杭州,富阳区,富春,万科容大金色家园,两居,2室2厅2卫,整租·万科容大金色家园 2室2厅 跃层 南,2200,77.15,南,贝壳优选,https://hz.lianjia.com/zufang/HZ2100234954481860608.html
杭州,富阳区,富春,万星碧云天公寓,两居,2室1厅2卫,整租·万星碧云天公寓 2室1厅 跃层 南/北,1600,60.00,南 北,链家/个人,https://hz.lianjia.com/zufang/HZ2045068651442208768.html
杭州,富阳区,富春,万科大家九都会,两居,2室1厅2卫,整租·万科大家九都会 2室1厅 南,1200,34.88,南,贝壳优选,https://hz.lianjia.com/zufang/HZ2107054779271217152.html
杭州,富阳区,银湖科技城,华庭云顶,两居,2室2厅1卫,整租·华庭云顶 2室2厅 东南,2000,91.81,东南,贝壳优选,https://hz.lianjia.com/zufang/HZ2014992544563200000.html
杭州,富阳区,银湖科技城,浙大网新银湖科技园,两居,2室1厅1卫,整租·浙大网新银湖科技园 2室1厅 南,1700,41.52,南,贝壳优选,https://hz.lianjia.com/zufang/HZ2087749569394769920.html
杭州,富阳区,银湖科技城,华庭云顶,两居,2室2厅1卫,整租·华庭云顶 2室2厅 西南,2200,90.86,西南,贝壳优选,https://hz.lianjia.com/zufang/HZ2095838466964193280.html
杭州,富阳区,富春,春南社区南园路,两居,2室1厅1卫,整租·春南社区南园路 2室1厅 南,1000,93.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ1984646021963055104.html
杭州,富阳区,江南新城,春珑华裕府,两居,2室1厅1卫,整租·春珑华裕府 2室1厅 南,1500,92.31,南,贝壳优选,https://hz.lianjia.com/zufang/HZ1984252734123016192.html
杭州,富阳区,富春,秋月社区桂花西路,两居,2室1厅1卫,整租·秋月社区桂花西路 2室1厅 西南,1000,75.00,西南,链家/个人,https://hz.lianjia.com/zufang/HZ2010941782044442624.html
杭州,富阳区,银湖科技城,浙大网新银湖科技园,两居,2室2厅1卫,整租·浙大网新银湖科技园 2室2厅 东南,1820,41.34,东南,贝壳优选,https://hz.lianjia.com/zufang/HZ2094071870469963776.html
杭州,富阳区,银湖科技城,浙大网新银湖科技园,两居,2室1厅1卫,整租·浙大网新银湖科技园 2室1厅 南,1840,41.33,南,贝壳优选,https://hz.lianjia.com/zufang/HZ2106393573967527936.html
杭州,富阳区,富春,水岸青云,两居,2室1厅1卫,整租·水岸青云 2室1厅 南,1500,91.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2064714914533998592.html
杭州,富阳区,银湖科技城,浙大网新银湖科技园,两居,2室1厅1卫,整租·浙大网新银湖科技园 2室1厅 东南/南,1800,41.52,东南 南,贝壳优选,https://hz.lianjia.com/zufang/HZ1974451483353022464.html
杭州,富阳区,富春,乐汇城,两居,2室2厅2卫,整租·乐汇城 2室2厅 南,2200,112.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2065461722952499200.html
杭州,富阳区,银湖科技城,天创园,两居,2室2厅1卫,整租·天创园 2室2厅 南,2900,115.00,南,链家,https://hz.lianjia.com/zufang/HZ2047899161688276992.html
杭州,富阳区,银湖科技城,浙大网新银湖科技园,两居,2室1厅1卫,整租·浙大网新银湖科技园 2室1厅 南,1700,41.32,南,贝壳优选,https://hz.lianjia.com/zufang/HZ1970345983363514368.html
杭州,富阳区,富春,东吴商城,两居,2室1厅1卫,整租·东吴商城 2室1厅 南,1300,82.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ1972223076426842112.html
杭州,富阳区,富春,城西社区陈家弄,两居,2室1厅1卫,整租·城西社区陈家弄 2室1厅 南,1000,80.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2056335473969725440.html
杭州,富阳区,银湖科技城,金宇彩虹嘉都,两居,2室1厅1卫,整租·金宇彩虹嘉都 2室1厅 东南/南,1900,78.00,东南 南,链家/个人,https://hz.lianjia.com/zufang/HZ2064238426374275072.html
杭州,富阳区,富春,虎山雅苑,两居,2室1厅1卫,整租·虎山雅苑 2室1厅 南,1860,105.00,南,链家/个人,https://hz.lianjia.com/zufang/HZ2051162834980569088.html
杭州,富阳区,银湖科技城,天创园,两居,2室1厅1卫,整租·天创园 2室1厅 南,2300,55.60,南,贝壳优选,https://hz.lianjia.com/zufang/HZ1808480433243947008.html
杭州,富阳区,富春,高科商业中心,两居,2室1厅1卫,整租·高科商业中心 2室1厅 南,1400,37.67,南,贝壳优选,https://hz.lianjia.com/zufang/HZ1973729959948058624.html
杭州,富阳区,富春,容大五环城市花园,两居,2室1厅1卫,整租·容大五环城市花园 2室1厅 南,1700,91.27,南,贝壳优选,https://hz.lianjia.com/zufang/HZ1882050302341808128.html
