城市,区域,板块,小区,户型,户型详情,租金,面积,单位租金,朝向,品牌,标题,链接,经度,纬度,坐标精度
广州,越秀,水荫,新华楼,三居,3室1厅1卫,8400.0,140.0,60.0,东,链家,整租·新华楼 3室1厅 东,https://gz.lianjia.com/zufang/GZ1605073200260055040.html,113.311521,23.136071,小区(模糊)
广州,越秀,水荫,新华楼,三居,3室1厅1卫,8900.0,155.0,57.42,东,链家,整租·新华楼 3室1厅 东,https://gz.lianjia.com/zufang/GZ1605073641609887744.html,113.311521,23.136071,小区
广州,花都,新区,凯旋国际,一居,1室0厅1卫,1900.0,80.0,23.75,南,链家/个人,整租·凯旋国际 1室0厅 南,https://gz.lianjia.com/zufang/GZ1606634823114293248.html,113.236731,23.407927,小区
广州,增城,荔城西区,实地蔷薇国际,三居,3室2厅2卫,1500.0,96.7,15.51,南,链家/个人,整租·实地蔷薇国际 3室2厅 南,https://gz.lianjia.com/zufang/GZ1608067737827934208.html,,,失败
广州,越秀,西门口,惠福西路,三居,3室1厅1卫,2300.0,60.0,38.33,东,链家/个人,整租·惠福西路 3室1厅 东,https://gz.lianjia.com/zufang/GZ1609161663972376576.html,113.259128,23.119982,小区
广州,增城,永宁,金地香山湖香沁花园,三居,3室2厅1卫,1200.0,90.0,13.33,南,链家/个人,整租·金地香山湖香沁花园 3室2厅 南,https://gz.lianjia.com/zufang/GZ1609531058485723136.html,113.619386,23.227088,小区
广州,南沙,进港大道,越秀滨海新城,三居,3室2厅2卫,1850.0,94.0,19.68,北,链家/个人,整租·越秀滨海新城 3室2厅 北,https://gz.lianjia.com/zufang/GZ1611597957319098368.html,113.548798,22.815375,小区
广州,荔湾,龙津,贵贤上品,一居,1室1厅1卫,4800.0,71.0,67.61,南,链家,整租·贵贤上品 1室1厅 南,https://gz.lianjia.com/zufang/GZ1613398419055837184.html,113.218998,23.107123,行政区
广州,海珠,江燕路,保利红棉花园,一居,1室2厅2卫,28880.0,644.0,44.84,东 南 西 北,链家/个人,整租·保利红棉花园 1室2厅 东/南/西/北,https://gz.lianjia.com/zufang/GZ1614593518125187072.html,113.276925,23.074932,小区
广州,黄埔,黄埔永和,实地常春藤,三居,3室2厅2卫,2200.0,106.0,20.75,南,链家/个人,整租·实地常春藤 3室2厅 南,https://gz.lianjia.com/zufang/GZ1615298110542577664.html,113.551498,23.208116,小区
广州,荔湾,龙津,长寿东路,一居,1室1厅1卫,1100.0,36.0,30.56,东南 南,链家/个人,整租·长寿东路 1室1厅 东南/南,https://gz.lianjia.com/zufang/GZ1615336100383948800.html,113.218998,23.107123,行政区
广州,增城,白江,新景豪庭,一居,1室0厅1卫,1900.0,74.0,25.68,东北,链家/个人,整租·新景豪庭 1室0厅 东北,https://gz.lianjia.com/zufang/GZ1615753892543332352.html,113.585127,23.12244,小区
广州,天河,珠江新城中,中达广场,三居,3室1厅1卫,11000.0,74.0,148.65,北,链家,整租·中达广场 3室1厅 北,https://gz.lianjia.com/zufang/GZ1617465344954204160.html,113.361597,23.124817,小区
广州,花都,新区,凯旋国际,一居,1室1厅1卫,1200.0,55.0,21.82,北,链家/个人,整租·凯旋国际 1室1厅 北,https://gz.lianjia.com/zufang/GZ1620787711570870272.html,113.208262,23.413166,板块
广州,黄埔,香雪,萝岗奥园广场,三居,3室1厅2卫,3500.0,86.0,40.7,南,链家/个人,整租·萝岗奥园广场 3室1厅 南,https://gz.lianjia.com/zufang/GZ1621428224066060288.html,113.49711,23.174243,小区
广州,天河,华景新城,华景新城逸雅居,三居,3室2厅1卫,5500.0,95.0,57.89,西南,链家,整租·华景新城逸雅居 3室2厅 西南,https://gz.lianjia.com/zufang/GZ1622210604171264000.html,113.36208,23.140929,小区
广州,白云,南湖,南湖半山豪庭,三居,3室2厅2卫,5000.0,118.0,42.37,南,链家/个人,整租·南湖半山豪庭 3室2厅 南,https://gz.lianjia.com/zufang/GZ1622912840652292096.html,113.338128,23.220578,小区(模糊)
广州,番禺,市桥,富都华苑,三居,3室2厅2卫,3200.0,108.9,29.38,南,链家,整租·富都华苑 3室2厅 南,https://gz.lianjia.com/zufang/GZ1626937466676051968.html,113.366626,22.952864,小区
广州,南沙,进港大道,碧桂园蜜柚,三居,3室2厅1卫,2800.0,89.0,31.46,东北,链家/个人,整租·碧桂园蜜柚 3室2厅 东北,https://gz.lianjia.com/zufang/GZ1627934075186577408.html,113.56072,22.799791,小区
广州,南沙,南沙港,时代南湾,三居,3室2厅2卫,2900.0,142.0,20.42,东 东南,链家/个人,整租·时代南湾 3室2厅 东/东南,https://gz.lianjia.com/zufang/GZ1629368591352594432.html,113.667709,22.637411,板块
广州,荔湾,龙津,万科金色荔苑,一居,1室0厅0卫,18500.0,205.0,90.24,东,链家/个人,整租·万科金色荔苑 1室0厅 东,https://gz.lianjia.com/zufang/GZ1629458490185482240.html,113.245577,23.123125,小区
广州,白云,麓景,御鹿华轩,三居,3室2厅1卫,6000.0,110.0,54.55,东,链家/个人,整租·御鹿华轩 3室2厅 东,https://gz.lianjia.com/zufang/GZ1629721004177620992.html,113.279484,23.158361,小区
广州,越秀,西门口,海珠中路,一居,1室0厅1卫,1600.0,40.0,40.0,东南,链家/个人,整租·海珠中路 1室0厅 东南,https://gz.lianjia.com/zufang/GZ1630503735534813184.html,113.25512,23.125932,板块
广州,天河,粤垦,华文学院,三居,3室2厅1卫,3777.0,86.0,43.92,东南,链家/个人,整租·华文学院 3室2厅 东南,https://gz.lianjia.com/zufang/GZ1630864584434778112.html,113.361597,23.124817,小区
广州,从化,温泉镇,方圆明月山溪,一居,1室1厅1卫,1000.0,39.0,25.64,南,链家/个人,整租·方圆明月山溪 1室1厅 南,https://gz.lianjia.com/zufang/GZ1631676924151463936.html,113.634318,23.629203,小区
广州,增城,石滩镇,嘉御豪庭,三居,3室2厅1卫,1000.0,116.0,8.62,南,链家/个人,整租·嘉御豪庭 3室2厅 南,https://gz.lianjia.com/zufang/GZ1632250040753848320.html,113.810734,23.261452,行政区
广州,南沙,明珠湾,中交汇通中心,一居,1室2厅1卫,2268.0,81.0,28.0,北,链家/个人,整租·中交汇通中心 1室2厅 北,https://gz.lianjia.com/zufang/GZ1637681046080192512.html,113.52241,22.766118,小区
广州,白云,元下田,春庭花园,三居,3室2厅2卫,2300.0,92.0,25.0,东南,链家,整租·春庭花园 3室2厅 东南,https://gz.lianjia.com/zufang/GZ1640282416662708224.html,113.294786,23.214253,小区
广州,增城,石滩镇,敏捷绿湖首府一期,三居,3室2厅2卫,1000.0,121.0,8.26,南,链家/个人,整租·敏捷绿湖首府一期 3室2厅 南,https://gz.lianjia.com/zufang/GZ1640998809146228736.html,113.794399,23.193936,板块
广州,增城,增城碧桂园,碧桂园豪园挂绿湖,两居,2室2厅1卫,1200.0,75.0,16.0,北,链家/个人,整租·碧桂园豪园挂绿湖 2室2厅 北,https://gz.lianjia.com/zufang/GZ1642860256780353536.html,113.823859,23.224413,小区
广州,从化,神岗镇,人盛巴厘天地,两居,2室2厅1卫,1100.0,74.75,14.72,西北,链家/个人,整租·人盛巴厘天地 2室2厅 西北,https://gz.lianjia.com/zufang/GZ1644288858013040640.html,113.534725,23.491611,小区
广州,花都,铁路西,嘉信华庭,三居,3室2厅2卫,2200.0,90.0,24.44,南 北,链家,整租·嘉信华庭 3室2厅 南/北,https://gz.lianjia.com/zufang/GZ1645742675351044096.html,,,失败
广州,增城,朱村,汇港威华雅苑,三居,3室2厅2卫,1300.0,101.0,12.87,北,链家/个人,整租·汇港威华雅苑 3室2厅 北,https://gz.lianjia.com/zufang/GZ1646513726242684928.html,113.740424,23.277064,小区
广州,天河,燕塘,金燕花园,两居,2室1厅1卫,4500.0,70.0,64.29,南,链家/个人,整租·金燕花园 2室1厅 南,https://gz.lianjia.com/zufang/GZ1647562687921520640.html,113.279838,23.091991,小区
广州,黄埔,科学城,萝岗敏捷广场,一居,1室0厅1卫,2300.0,54.0,42.59,北,链家/个人,整租·萝岗敏捷广场 1室0厅 北,https://gz.lianjia.com/zufang/GZ1648650523387101184.html,113.48199,23.191236,小区
广州,白云,新市,机场路,三居,3室1厅1卫,2400.0,98.0,24.49,东南,链家,整租·机场路 3室1厅 东南,https://gz.lianjia.com/zufang/GZ1651154634309369856.html,113.261194,23.194397,板块
广州,白云,新市,机场路,三居,3室1厅1卫,2300.0,98.0,23.47,东南,链家,整租·机场路 3室1厅 东南,https://gz.lianjia.com/zufang/GZ1651155409131536384.html,113.259454,23.173682,小区
广州,天河,沙太南,信达金茂广场,两居,2室1厅1卫,9000.0,85.0,105.88,西南,链家/个人,整租·信达金茂广场 2室1厅 西南,https://gz.lianjia.com/zufang/GZ1651873357479542784.html,113.319125,23.170889,小区
广州,黄埔,黄埔永和,实地常春藤,三居,3室2厅2卫,1850.0,106.0,17.45,南,链家/个人,整租·实地常春藤 3室2厅 南,https://gz.lianjia.com/zufang/GZ1652183129902809088.html,113.480613,23.181355,行政区
广州,黄埔,黄埔永和,实地常春藤,三居,3室2厅2卫,2000.0,103.0,19.42,南,链家/个人,整租·实地常春藤 3室2厅 南,https://gz.lianjia.com/zufang/GZ1656209412638900224.html,113.551498,23.208116,小区
广州,黄埔,知识城,时代印记,三居,3室2厅1卫,2150.0,88.0,24.43,北,链家/个人,整租·时代印记 3室2厅 北,https://gz.lianjia.com/zufang/GZ1656621850198802432.html,113.488898,23.401556,小区
广州,天河,林和,威立大厦,一居,1室0厅1卫,5000.0,50.0,100.0,东南,链家/个人,整租·威立大厦 1室0厅 东南,https://gz.lianjia.com/zufang/GZ1656624178133991424.html,113.361597,23.124817,行政区
广州,增城,荔城西区,实地蔷薇国际,三居,3室2厅2卫,1600.0,96.0,16.67,南,链家/个人,整租·实地蔷薇国际 3室2厅 南,https://gz.lianjia.com/zufang/GZ1659483407907815424.html,113.767392,23.288293,小区
广州,增城,石滩镇,嘉御豪庭,三居,3室2厅2卫,1000.0,109.34,9.15,南,链家/个人,整租·嘉御豪庭 3室2厅 南,https://gz.lianjia.com/zufang/GZ1661665631214239744.html,113.800572,23.197675,小区
广州,南沙,南沙区府,中惠国际金融中心,两居,2室1厅0卫,3000.0,90.0,33.33,西南,链家/个人,整租·中惠国际金融中心 2室1厅 西南,https://gz.lianjia.com/zufang/GZ1662000641213464576.html,113.488947,22.732829,板块
广州,增城,荔城西区,实地蔷薇国际,三居,3室2厅2卫,1250.0,95.0,13.16,北,链家/个人,整租·实地蔷薇国际 3室2厅 北,https://gz.lianjia.com/zufang/GZ1663136550336069632.html,113.767392,23.288293,小区
广州,越秀,小北,环市中路,三居,3室1厅1卫,4000.0,100.0,40.0,西南,链家/个人,整租·环市中路 3室1厅 西南,https://gz.lianjia.com/zufang/GZ1663534453311406080.html,113.270413,23.141807,小区
广州,从化,神岗镇,人盛巴厘天地,三居,3室2厅1卫,1300.0,84.04,15.47,东南,链家/个人,整租·人盛巴厘天地 3室2厅 东南,https://gz.lianjia.com/zufang/GZ1664477715543097344.html,113.586329,23.54915,行政区
广州,南沙,横沥,珠江源昌花园,三居,3室1厅2卫,2500.0,104.56,23.91,西南,链家/个人,整租·珠江源昌花园 3室1厅 西南,https://gz.lianjia.com/zufang/GZ1666282064451731456.html,113.525116,22.720058,小区
广州,增城,白江,新景豪庭,两居,2室1厅0卫,1500.0,75.0,20.0,东,链家/个人,整租·新景豪庭 2室1厅 东,https://gz.lianjia.com/zufang/GZ1666401620541308928.html,113.585127,23.12244,小区
广州,从化,江埔街,景业荔都,两居,2室2厅1卫,1200.0,87.03,13.79,北,链家/个人,整租·景业荔都 2室2厅 北,https://gz.lianjia.com/zufang/GZ1667100263296532480.html,113.586329,23.54915,行政区
广州,越秀,东风东,广发花园,三居,3室1厅1卫,6000.0,125.0,48.0,西北,链家/个人,整租·广发花园 3室1厅 西北,https://gz.lianjia.com/zufang/GZ1668230795434655744.html,113.308575,23.134139,小区
广州,从化,温泉镇,富力泉天下,两居,2室2厅1卫,1500.0,84.0,17.86,东北,链家/个人,整租·富力泉天下 2室2厅 东北,https://gz.lianjia.com/zufang/GZ1668559268162306048.html,113.651669,23.637589,小区
广州,南沙,南沙港,中交蓝色海湾,三居,3室2厅1卫,3800.0,96.0,39.58,南 北,链家/个人,整租·中交蓝色海湾 3室2厅 南/北,https://gz.lianjia.com/zufang/GZ1669296026462191616.html,113.667709,22.637411,板块
广州,荔湾,西村,环市西路7号大院,三居,3室1厅1卫,3600.0,90.0,40.0,东南 南,链家/个人,整租·环市西路7号大院 3室1厅 东南/南,https://gz.lianjia.com/zufang/GZ1669310899241877504.html,113.237414,23.140926,小区
广州,海珠,江南大道中,中广大厦,三居,3室1厅1卫,4200.0,90.0,46.67,西,链家/个人,整租·中广大厦 3室1厅 西,https://gz.lianjia.com/zufang/GZ1670653991656095744.html,113.270829,23.103129,小区
广州,增城,中新镇,时代倾城(中新镇),三居,3室2厅1卫,1700.0,85.0,20.0,北,链家/个人,整租·时代倾城(中新镇) 3室2厅 北,https://gz.lianjia.com/zufang/GZ1670725241950699520.html,113.810734,23.261452,行政区
广州,增城,新塘南,顶好大厦,一居,1室1厅0卫,9988.0,312.39,31.97,北,链家/个人,整租·顶好大厦 1室1厅 北,https://gz.lianjia.com/zufang/GZ1671082378069540864.html,113.604743,23.121527,小区
广州,南沙,明珠湾,中交汇通中心,一居,1室1厅1卫,1500.0,48.0,31.25,南,链家/个人,整租·中交汇通中心 1室1厅 南,https://gz.lianjia.com/zufang/GZ1671749099499552768.html,113.52241,22.766118,小区
广州,黄埔,知识城,时代印记,三居,3室2厅2卫,2500.0,100.4,24.9,东南,链家/个人,整租·时代印记 3室2厅 东南,https://gz.lianjia.com/zufang/GZ1672493222938542080.html,113.480613,23.181355,行政区
广州,黄埔,科学城,保利林语山庄,三居,3室2厅2卫,3600.0,103.6,34.75,西北,链家/个人,整租·保利林语山庄 3室2厅 西北,https://gz.lianjia.com/zufang/GZ1674272821380907008.html,113.452635,23.180747,小区
广州,南沙,南沙区府,中国铁建环球中心,两居,2室1厅1卫,2400.0,64.5,37.21,南,链家/个人,整租·中国铁建环球中心 2室1厅 南,https://gz.lianjia.com/zufang/GZ1674283300711038976.html,113.520989,22.801849,小区
广州,南沙,明珠湾,中交汇通中心,一居,1室1厅1卫,1500.0,57.0,26.32,东南,链家/个人,整租·中交汇通中心 1室1厅 东南,https://gz.lianjia.com/zufang/GZ1675015625698705408.html,113.525178,22.801435,行政区
广州,增城,朱村,保利中航城花园一期,三居,3室2厅2卫,2000.0,95.64,20.91,南,链家/个人,整租·保利中航城花园一期 3室2厅 复式 南,https://gz.lianjia.com/zufang/GZ1675380689094049792.html,113.674005,23.272014,小区
广州,黄埔,黄埔区府,金碧领秀国际,三居,3室2厅2卫,6500.0,133.0,48.87,南,链家,整租·金碧领秀国际 3室2厅 南,https://gz.lianjia.com/zufang/GZ1677978214607093760.html,113.46127,23.09799,小区
广州,从化,温泉镇,富力泉天下,三居,3室2厅1卫,1500.0,100.0,15.0,南,链家/个人,整租·富力泉天下 3室2厅 南,https://gz.lianjia.com/zufang/GZ1678029589462384640.html,113.632403,23.616941,板块
广州,增城,增城区府,碧桂园中心,一居,1室0厅0卫,4000.0,309.0,12.94,南,链家/个人,整租·碧桂园中心 1室0厅 南,https://gz.lianjia.com/zufang/GZ1678365938006622208.html,113.814571,23.273836,小区
广州,天河,沙太南,信达金茂广场,一居,1室1厅1卫,5000.0,46.0,108.7,西南,链家/个人,整租·信达金茂广场 1室1厅 西南,https://gz.lianjia.com/zufang/GZ1679066295850500096.html,113.319125,23.170889,小区
广州,南沙,黄阁,南沙保利南怡湾,三居,3室2厅1卫,1700.0,89.0,19.1,南 北,链家/个人,整租·南沙保利南怡湾 3室2厅 南/北,https://gz.lianjia.com/zufang/GZ1679684740375904256.html,113.525178,22.801435,行政区
广州,南沙,南沙港,优山美墅,两居,2室2厅1卫,1800.0,82.17,21.91,南,链家/个人,整租·优山美墅 2室2厅 南,https://gz.lianjia.com/zufang/GZ1681641389001015296.html,113.587196,22.773289,小区
广州,番禺,东怡新区,东瀚园商务大厦,一居,1室1厅0卫,14280.0,273.0,52.31,西北,链家,整租·东瀚园商务大厦 1室1厅 西北,https://gz.lianjia.com/zufang/GZ1683034333855612928.html,113.394158,22.935126,小区
广州,番禺,万博,广晟万博城,三居,3室2厅1卫,9000.0,95.0,94.74,东,链家/个人,整租·广晟万博城 3室2厅 东,https://gz.lianjia.com/zufang/GZ1683413850503774208.html,113.383917,22.93756,行政区
广州,花都,旧区,福宁路,两居,2室1厅1卫,800.0,70.0,11.43,南,链家/个人,整租·福宁路 2室1厅 南,https://gz.lianjia.com/zufang/GZ1684041351487815680.html,113.206644,23.374683,小区
广州,增城,新塘北,奥园康威广场,一居,1室1厅1卫,1118.0,51.0,21.92,南,链家/个人,整租·奥园康威广场 1室1厅 南,https://gz.lianjia.com/zufang/GZ1684438284949782528.html,113.634685,23.153311,小区
广州,南沙,明珠湾,中交汇通中心,三居,3室2厅2卫,3800.0,70.0,54.29,南,链家/个人,整租·中交汇通中心 3室2厅 南,https://gz.lianjia.com/zufang/GZ1685164344507105280.html,113.525178,22.801435,行政区
广州,荔湾,龙津,龙津东路,一居,1室0厅1卫,5500.0,45.0,122.22,东,链家/个人,整租·龙津东路 1室0厅 东,https://gz.lianjia.com/zufang/GZ1685617771766874112.html,113.25122,23.121753,小区
广州,白云,南湖,南湖半山豪庭,三居,3室2厅1卫,4800.0,110.0,43.64,南,链家/个人,整租·南湖半山豪庭 3室2厅 南,https://gz.lianjia.com/zufang/GZ1689592509136633856.html,113.2732,23.157159,行政区
广州,南沙,进港大道,越秀滨海新城,三居,3室2厅2卫,2200.0,94.0,23.4,北,链家/个人,整租·越秀滨海新城 3室2厅 北,https://gz.lianjia.com/zufang/GZ1691328083925139456.html,113.548798,22.815375,小区
广州,增城,中新镇,恒大山水城,两居,2室2厅1卫,1800.0,84.0,21.43,南,链家/个人,整租·恒大山水城 2室2厅 南,https://gz.lianjia.com/zufang/GZ1692814470839009280.html,113.616693,23.295822,小区
广州,荔湾,西关,耀华社区存善东街,一居,1室0厅1卫,2300.0,35.0,65.71,西北,链家/个人,整租·耀华社区存善东街 1室0厅 西北,https://gz.lianjia.com/zufang/GZ1693239306740563968.html,113.236192,23.120942,板块
广州,南沙,明珠湾,金科博翠明珠,三居,3室2厅1卫,2300.0,85.0,27.06,北,链家/个人,整租·金科博翠明珠 3室2厅 北,https://gz.lianjia.com/zufang/GZ1693491844811325440.html,113.508485,22.764905,小区
广州,天河,珠江新城西,新大厦,三居,3室1厅2卫,11000.0,168.0,65.48,北,链家/个人,整租·新大厦 3室1厅 北,https://gz.lianjia.com/zufang/GZ1694565909898723328.html,113.315913,23.11813,小区
广州,天河,体育中心,体育西路天河北街,两居,2室2厅1卫,4500.0,66.0,68.18,南,链家/个人,整租·体育西路天河北街 2室2厅 南,https://gz.lianjia.com/zufang/GZ1695276276660568064.html,113.319688,23.139338,小区(模糊)
广州,越秀,小北,东风中路,三居,3室1厅1卫,4800.0,90.0,53.33,东,链家/个人,整租·东风中路 3室1厅 东,https://gz.lianjia.com/zufang/GZ1695386590248960000.html,113.270447,23.131166,小区
广州,白云,同和,富和花园,三居,3室2厅1卫,3200.0,90.0,35.56,南,链家/个人,整租·富和花园 3室2厅 南,https://gz.lianjia.com/zufang/GZ1696000555043782656.html,113.327938,23.194515,小区
广州,南沙,南沙港,领南星河荣誉,三居,3室2厅2卫,3000.0,97.0,30.93,东南,链家/个人,整租·领南星河荣誉 3室2厅 东南,https://gz.lianjia.com/zufang/GZ1696452607096127488.html,113.667709,22.637411,板块
广州,花都,旧区,新中路,两居,2室1厅1卫,850.0,61.9,13.73,南,链家/个人,整租·新中路 2室1厅 南,https://gz.lianjia.com/zufang/GZ1696768870922059776.html,113.217905,23.404245,小区
广州,白云,沙太北,金湖雅苑,两居,2室1厅1卫,2800.0,56.74,49.35,南,链家/个人,整租·金湖雅苑 2室1厅 南,https://gz.lianjia.com/zufang/GZ1696801454649507840.html,113.337381,23.192769,小区
广州,白云,白云大道南,广信金兰花园,两居,2室1厅1卫,3800.0,70.0,54.29,东南,链家/个人,整租·广信金兰花园 2室1厅 东南,https://gz.lianjia.com/zufang/GZ1697608617299017728.html,113.2732,23.157159,行政区
广州,黄埔,南岗,佳兆业城市广场,两居,2室1厅2卫,2500.0,53.0,47.17,东南,链家/个人,整租·佳兆业城市广场 2室1厅 东南,https://gz.lianjia.com/zufang/GZ1697951731654066176.html,113.549835,23.102462,小区
广州,天河,天河客运站,天河新天地,一居,1室1厅1卫,8000.0,100.0,80.0,东,链家/个人,整租·天河新天地 1室1厅 东,https://gz.lianjia.com/zufang/GZ1700470983334297600.html,113.344051,23.171991,小区
广州,黄埔,鱼珠,港航中心,一居,1室1厅1卫,3500.0,51.23,68.32,东,链家/个人,整租·港航中心 1室1厅 复式 东,https://gz.lianjia.com/zufang/GZ1701901720906366976.html,113.480613,23.181355,行政区
广州,越秀,东山口,新河浦路,三居,3室2厅1卫,6500.0,82.58,78.71,南,链家,整租·新河浦路 3室2厅 南,https://gz.lianjia.com/zufang/GZ1702544002202468352.html,113.293145,23.119183,小区
广州,番禺,番禺广场,东晟明珠花园,三居,3室2厅1卫,3700.0,114.0,32.46,南,链家,整租·东晟明珠花园 3室2厅 南,https://gz.lianjia.com/zufang/GZ1703264187284717568.html,113.383917,22.93756,小区
广州,番禺,莲花山,凯德山海连城一期,三居,3室2厅2卫,3800.0,106.0,35.85,南 北,链家/个人,整租·凯德山海连城一期 3室2厅 南/北,https://gz.lianjia.com/zufang/GZ1704367733543534592.html,113.504534,22.97879,板块
广州,番禺,汉溪长隆,锦绣香江花园山水华府,三居,3室2厅2卫,11700.0,182.0,64.29,南,链家/个人,整租·锦绣香江花园山水华府 3室2厅 南,https://gz.lianjia.com/zufang/GZ1705888599364337664.html,113.337465,22.995318,小区
广州,从化,温泉镇,方圆明月山溪,三居,3室2厅2卫,2500.0,160.0,15.62,南,链家/个人,整租·方圆明月山溪 3室2厅 南,https://gz.lianjia.com/zufang/GZ1706232060873539584.html,113.634318,23.629203,小区
广州,黄埔,黄埔区府,黄埔创新中心,一居,1室0厅1卫,1400.0,45.0,31.11,东北,链家,整租·黄埔创新中心 1室0厅 东北,https://gz.lianjia.com/zufang/GZ1708841604187422720.html,113.482286,23.109846,小区
广州,增城,朱村,叠溪花园,三居,3室2厅1卫,1000.0,86.0,11.63,北,链家/个人,整租·叠溪花园 3室2厅 北,https://gz.lianjia.com/zufang/GZ1709840153469517824.html,113.7206,23.245674,小区
广州,增城,石滩镇,广州敏捷绿湖首府,两居,2室2厅1卫,1520.0,98.12,15.49,东南,链家/个人,整租·广州敏捷绿湖首府 2室2厅 东南,https://gz.lianjia.com/zufang/GZ1710999274172448768.html,113.794399,23.193936,板块
广州,南沙,明珠湾,中交汇通中心,一居,1室1厅1卫,1300.0,48.0,27.08,东北,链家/个人,整租·中交汇通中心 1室1厅 东北,https://gz.lianjia.com/zufang/GZ1712435003394097152.html,113.52241,22.766118,小区
广州,番禺,汉溪长隆,奥园城市天地,三居,3室1厅1卫,7500.0,96.0,78.12,南,链家/个人,整租·奥园城市天地 3室1厅 南,https://gz.lianjia.com/zufang/GZ1713046583324442624.html,113.334984,22.991375,小区
广州,增城,石滩镇,广州敏捷绿湖首府,两居,2室2厅1卫,1500.0,77.87,19.26,东南,链家/个人,整租·广州敏捷绿湖首府 2室2厅 东南,https://gz.lianjia.com/zufang/GZ1713782321645092864.html,,,失败
广州,南沙,黄阁,保利南沙天汇,三居,3室1厅2卫,2300.0,95.0,24.21,南,链家/个人,整租·保利南沙天汇 3室1厅 南,https://gz.lianjia.com/zufang/GZ1714514934521397248.html,113.492504,22.795314,小区
